sys_idx,domain,coherence,fertility,region
290,population,0.60903650299825,0.13410511075314677,constrained_generative
299,population,0.5897896246790927,0.14869538178888797,constrained_generative
300,population,0.5968303433355405,0.14012516460239477,constrained_generative
301,population,0.6269936765123144,0.08715018340052198,constrained_generative
305,population,0.6306656405740568,0.17991042525042955,constrained_generative
307,population,0.602206184970496,0.11921425848795764,constrained_generative
309,population,0.631751355248795,0.10361517465512522,constrained_generative
318,population,0.5933181904226692,0.1747672887538975,constrained_generative
322,population,0.6213434805646401,0.18347755869812485,constrained_generative
329,population,0.5956269789895698,0.11283048517820418,constrained_generative
330,population,0.6008575711999412,0.12624520843305137,constrained_generative
331,population,0.6083909892267416,0.13368351247032745,constrained_generative
332,population,0.5917881466502543,0.09410849733129856,constrained_generative
334,population,0.5946814036776022,0.09495543867159903,constrained_generative
336,population,0.6320468419686562,0.11894101865550813,constrained_generative
339,population,0.5907194952942201,0.15388565116996314,constrained_generative
349,population,0.6380831231699081,0.09001838737653453,constrained_generative
361,population,0.6367090721303641,0.10640915792193098,constrained_generative
367,population,0.5994007427377076,0.3044219130424288,constrained_generative
368,population,0.635834597664745,0.10055229081880182,constrained_generative
373,population,0.6384552042243463,0.2869150884021475,constrained_generative
375,population,0.6117163620511777,0.10821514659991713,constrained_generative
381,population,0.5984272936344951,0.10487900520643259,constrained_generative
389,population,0.6216190908140531,0.13408311987504387,constrained_generative
396,population,0.6133305253050793,0.1301511497914173,constrained_generative
397,population,0.6003304752011009,0.09187302073098316,constrained_generative
401,population,0.6070943710193131,0.09930438083737288,constrained_generative
402,population,0.6122696156093755,0.09046416230431265,constrained_generative
405,population,0.6113652143275714,0.15871022950435343,constrained_generative
406,population,0.5892484423413978,0.09157463729320299,constrained_generative
407,population,0.6356177480358419,0.10923330403397703,constrained_generative
411,population,0.592510656496779,0.09959703134499608,constrained_generative
412,population,0.6286373813394887,0.09112136381842824,constrained_generative
415,population,0.6089347137377635,0.12905603649779457,constrained_generative
419,population,0.6350938824853752,0.09030242874246605,constrained_generative
432,population,0.5981550906675386,0.14398076746131727,constrained_generative
436,population,0.6157877099828954,0.1356175901178675,constrained_generative
440,population,0.6362349372273042,0.09605150518626154,constrained_generative
446,population,0.624731731176513,0.09497386960108976,constrained_generative
448,population,0.592676659814174,0.08805626284532418,constrained_generative
462,population,0.6023309317198785,0.10442592565031507,constrained_generative
464,population,0.636908902184972,0.16937570978074726,constrained_generative
469,population,0.6155281574030838,0.16112808370554196,constrained_generative
473,population,0.6069032675777281,0.17303483438729522,constrained_generative
475,population,0.635530865260983,0.11288358768041998,constrained_generative
479,population,0.6248606035558294,0.1847974883388624,constrained_generative
481,population,0.6218270932714077,0.12698286016914997,constrained_generative
482,population,0.6026184779286118,0.1598600219504005,constrained_generative
496,population,0.6113282615220278,0.1171635147598935,constrained_generative
6,branching,0.676653202548299,0.8849675259579072,constrained_generative
14,branching,0.8931618204390395,0.15696482767434927,constrained_generative
15,branching,0.5850114733416268,0.7584967368280779,constrained_generative
23,branching,0.672109284774502,0.8869499714773793,constrained_generative
28,branching,0.6802426604598261,0.8919713649034918,constrained_generative
29,branching,0.744517559019199,0.12380491463273936,constrained_generative
30,branching,0.744517559019199,0.1463752917754782,constrained_generative
34,branching,0.744517559019199,0.20307553272104434,constrained_generative
37,branching,0.8372207734697308,0.14177443504086573,constrained_generative
39,branching,0.6320508215000767,0.8504411223156996,constrained_generative
40,branching,0.6825306910024251,0.7061694413338374,constrained_generative
45,branching,0.6511592482929889,0.8307672978005208,constrained_generative
55,branching,0.744517559019199,0.24979234675465,constrained_generative
59,branching,0.670516652332948,0.8049367562244296,constrained_generative
61,branching,0.6225194371145109,0.7471531154002172,constrained_generative
62,branching,0.6801296791696653,0.7496230712246357,constrained_generative
67,branching,0.6107465175509652,0.8039190299143261,constrained_generative
70,branching,0.5968848952357737,0.7347969798078965,constrained_generative
72,branching,0.744517559019199,0.2987002135068659,constrained_generative
73,branching,0.8910462120041952,0.2920020046980319,constrained_generative
76,branching,0.5894280351328302,0.7575690407827721,constrained_generative
85,branching,0.744517559019199,0.26813220698301926,constrained_generative
96,branching,0.9798629202519522,0.6574740534390741,constrained_generative
99,branching,0.6513617422762945,0.8636896676989256,constrained_generative
104,branching,0.7481327766976714,0.2621315772638173,constrained_generative
105,branching,0.6546547193775965,0.9088074806030041,constrained_generative
108,branching,0.9345236767154795,0.2542016684669785,constrained_generative
113,branching,0.9315278113240703,0.6372760631523328,constrained_generative
114,branching,0.9993181245510597,0.8664409896672965,constrained_generative
122,branching,0.6106957323803567,0.7441624063989853,constrained_generative
123,branching,0.6551742977249819,0.8406150263049675,constrained_generative
128,branching,0.6547331739160716,0.7644162432688508,constrained_generative
129,branching,0.744517559019199,0.12380491463273936,constrained_generative
131,branching,0.6106332567179957,0.7531643072102908,constrained_generative
135,branching,0.5954103324325558,0.757671907717278,constrained_generative
138,branching,0.744517559019199,0.12380491463273936,constrained_generative
140,branching,0.6518662522359916,0.9572730254508894,constrained_generative
141,branching,0.8923962271256093,0.3628216675593687,constrained_generative
142,branching,0.6335685963450322,0.8111854903978571,constrained_generative
144,branching,0.744517559019199,0.12380491463273936,constrained_generative
145,branching,0.744517559019199,0.16411369393458583,constrained_generative
149,branching,0.8372207734697308,0.18793380112894187,constrained_generative
153,branching,0.9565513228518483,0.2188992374858013,constrained_generative
