universe_id,detector_id,depth,detector_name
0,1,6,D02_trajectory_convergence
0,3,5,D04_recurrence
0,4,5,D05_persistence
0,5,46,D06_invariant_transitions
0,7,5,D08_neighborhood_stability
0,12,6,D13_composition
0,14,6,D15_self_reference
0,15,8,D16_scale_invariance
0,17,8,D18_separability
0,18,10,D19_boundary_formation
0,19,5,D20_distance_structure
1,1,8,D02_trajectory_convergence
1,3,5,D04_recurrence
1,4,5,D05_persistence
1,7,5,D08_neighborhood_stability
1,12,6,D13_composition
1,14,6,D15_self_reference
1,15,8,D16_scale_invariance
1,17,8,D18_separability
1,18,10,D19_boundary_formation
1,19,5,D20_distance_structure
2,1,6,D02_trajectory_convergence
2,3,5,D04_recurrence
2,4,5,D05_persistence
2,5,20,D06_invariant_transitions
2,6,8,D07_forbidden_transitions
2,12,6,D13_composition
2,14,6,D15_self_reference
2,15,8,D16_scale_invariance
2,17,8,D18_separability
2,18,10,D19_boundary_formation
2,19,5,D20_distance_structure
3,3,5,D04_recurrence
3,4,28,D05_persistence
3,5,5,D06_invariant_transitions
3,7,5,D08_neighborhood_stability
3,10,12,D11_symmetry_breaking
3,11,5,D12_closure
3,12,6,D13_composition
3,14,6,D15_self_reference
3,15,8,D16_scale_invariance
3,17,8,D18_separability
4,1,6,D02_trajectory_convergence
4,3,5,D04_recurrence
4,4,5,D05_persistence
4,5,44,D06_invariant_transitions
4,7,5,D08_neighborhood_stability
4,12,6,D13_composition
4,14,6,D15_self_reference
4,15,8,D16_scale_invariance
4,17,8,D18_separability
4,18,10,D19_boundary_formation
4,19,5,D20_distance_structure
5,1,6,D02_trajectory_convergence
5,3,6,D04_recurrence
5,4,30,D05_persistence
5,5,44,D06_invariant_transitions
5,12,8,D13_composition
5,14,6,D15_self_reference
5,18,10,D19_boundary_formation
5,19,5,D20_distance_structure
6,1,6,D02_trajectory_convergence
6,3,5,D04_recurrence
6,4,5,D05_persistence
6,5,39,D06_invariant_transitions
6,7,5,D08_neighborhood_stability
6,8,12,D09_compression
6,12,6,D13_composition
6,13,8,D14_hierarchy
6,14,6,D15_self_reference
6,17,8,D18_separability
6,18,10,D19_boundary_formation
6,19,5,D20_distance_structure
7,1,8,D02_trajectory_convergence
7,3,5,D04_recurrence
7,4,5,D05_persistence
7,7,5,D08_neighborhood_stability
7,12,6,D13_composition
7,14,6,D15_self_reference
7,15,8,D16_scale_invariance
7,17,8,D18_separability
7,18,10,D19_boundary_formation
7,19,5,D20_distance_structure
8,1,6,D02_trajectory_convergence
8,3,5,D04_recurrence
8,4,5,D05_persistence
8,5,12,D06_invariant_transitions
8,6,8,D07_forbidden_transitions
8,12,6,D13_composition
8,13,8,D14_hierarchy
8,14,6,D15_self_reference
8,15,8,D16_scale_invariance
8,17,8,D18_separability
8,18,10,D19_boundary_formation
8,19,5,D20_distance_structure
9,2,5,D03_trajectory_divergence
9,3,5,D04_recurrence
9,5,5,D06_invariant_transitions
9,7,5,D08_neighborhood_stability
9,10,12,D11_symmetry_breaking
9,11,5,D12_closure
9,12,6,D13_composition
9,14,6,D15_self_reference
9,15,8,D16_scale_invariance
9,17,8,D18_separability
10,1,8,D02_trajectory_convergence
10,3,5,D04_recurrence
10,4,5,D05_persistence
10,5,45,D06_invariant_transitions
10,7,5,D08_neighborhood_stability
10,12,6,D13_composition
10,14,6,D15_self_reference
10,15,8,D16_scale_invariance
10,17,8,D18_separability
10,18,10,D19_boundary_formation
10,19,5,D20_distance_structure
11,1,6,D02_trajectory_convergence
11,3,5,D04_recurrence
11,12,7,D13_composition
11,14,6,D15_self_reference
11,18,10,D19_boundary_formation
11,19,5,D20_distance_structure
12,1,6,D02_trajectory_convergence
12,3,5,D04_recurrence
12,4,5,D05_persistence
12,5,37,D06_invariant_transitions
12,7,5,D08_neighborhood_stability
12,12,6,D13_composition
12,14,6,D15_self_reference
12,18,10,D19_boundary_formation
12,19,5,D20_distance_structure
13,1,8,D02_trajectory_convergence
13,3,5,D04_recurrence
13,4,5,D05_persistence
13,7,5,D08_neighborhood_stability
13,12,6,D13_composition
13,14,6,D15_self_reference
13,15,8,D16_scale_invariance
13,17,8,D18_separability
13,18,10,D19_boundary_formation
13,19,5,D20_distance_structure
14,1,6,D02_trajectory_convergence
14,3,5,D04_recurrence
14,4,5,D05_persistence
14,5,11,D06_invariant_transitions
14,6,8,D07_forbidden_transitions
14,12,6,D13_composition
14,13,8,D14_hierarchy
14,14,6,D15_self_reference
14,15,8,D16_scale_invariance
14,17,8,D18_separability
14,18,10,D19_boundary_formation
14,19,5,D20_distance_structure
15,3,5,D04_recurrence
15,4,31,D05_persistence
15,5,5,D06_invariant_transitions
15,7,5,D08_neighborhood_stability
15,10,8,D11_symmetry_breaking
15,11,5,D12_closure
15,12,6,D13_composition
15,14,6,D15_self_reference
15,15,8,D16_scale_invariance
15,16,5,D17_repeatability
15,17,8,D18_separability
16,1,6,D02_trajectory_convergence
16,3,5,D04_recurrence
16,4,5,D05_persistence
16,5,44,D06_invariant_transitions
16,7,5,D08_neighborhood_stability
16,12,6,D13_composition
16,14,6,D15_self_reference
16,17,8,D18_separability
16,18,10,D19_boundary_formation
16,19,5,D20_distance_structure
17,1,10,D02_trajectory_convergence
17,3,6,D04_recurrence
17,5,9,D06_invariant_transitions
17,12,8,D13_composition
17,14,6,D15_self_reference
17,15,8,D16_scale_invariance
17,18,10,D19_boundary_formation
17,19,5,D20_distance_structure
18,1,6,D02_trajectory_convergence
18,3,5,D04_recurrence
18,4,5,D05_persistence
18,5,13,D06_invariant_transitions
18,12,6,D13_composition
18,14,6,D15_self_reference
18,15,8,D16_scale_invariance
18,17,8,D18_separability
18,18,10,D19_boundary_formation
18,19,5,D20_distance_structure
19,1,6,D02_trajectory_convergence
19,3,5,D04_recurrence
19,4,5,D05_persistence
19,5,44,D06_invariant_transitions
19,7,5,D08_neighborhood_stability
19,11,5,D12_closure
19,12,6,D13_composition
19,14,6,D15_self_reference
19,15,8,D16_scale_invariance
19,17,8,D18_separability
19,18,10,D19_boundary_formation
19,19,5,D20_distance_structure
20,1,6,D02_trajectory_convergence
20,3,5,D04_recurrence
20,4,5,D05_persistence
20,5,11,D06_invariant_transitions
20,6,8,D07_forbidden_transitions
20,12,6,D13_composition
20,14,6,D15_self_reference
20,15,8,D16_scale_invariance
20,17,8,D18_separability
20,18,10,D19_boundary_formation
20,19,5,D20_distance_structure
21,2,5,D03_trajectory_divergence
21,3,5,D04_recurrence
21,5,5,D06_invariant_transitions
21,7,5,D08_neighborhood_stability
21,10,12,D11_symmetry_breaking
21,11,5,D12_closure
21,12,6,D13_composition
21,14,6,D15_self_reference
21,15,8,D16_scale_invariance
21,16,5,D17_repeatability
21,17,8,D18_separability
22,1,6,D02_trajectory_convergence
22,3,5,D04_recurrence
22,4,5,D05_persistence
22,7,5,D08_neighborhood_stability
22,12,6,D13_composition
22,14,6,D15_self_reference
22,15,8,D16_scale_invariance
22,17,8,D18_separability
22,18,10,D19_boundary_formation
22,19,5,D20_distance_structure
23,1,9,D02_trajectory_convergence
23,3,5,D04_recurrence
23,5,5,D06_invariant_transitions
23,10,10,D11_symmetry_breaking
23,11,8,D12_closure
23,12,18,D13_composition
23,14,6,D15_self_reference
23,17,8,D18_separability
23,19,5,D20_distance_structure
24,1,6,D02_trajectory_convergence
24,3,5,D04_recurrence
24,4,5,D05_persistence
24,5,14,D06_invariant_transitions
24,12,6,D13_composition
24,14,6,D15_self_reference
24,15,8,D16_scale_invariance
24,17,8,D18_separability
24,18,10,D19_boundary_formation
24,19,5,D20_distance_structure
25,1,8,D02_trajectory_convergence
25,3,5,D04_recurrence
25,4,5,D05_persistence
25,7,5,D08_neighborhood_stability
25,11,5,D12_closure
25,12,6,D13_composition
25,14,6,D15_self_reference
25,15,8,D16_scale_invariance
25,17,8,D18_separability
25,18,10,D19_boundary_formation
25,19,5,D20_distance_structure
26,1,6,D02_trajectory_convergence
26,3,5,D04_recurrence
26,4,5,D05_persistence
26,5,19,D06_invariant_transitions
26,12,6,D13_composition
26,14,6,D15_self_reference
26,15,8,D16_scale_invariance
26,17,8,D18_separability
26,18,10,D19_boundary_formation
26,19,5,D20_distance_structure
27,3,5,D04_recurrence
27,4,34,D05_persistence
27,5,5,D06_invariant_transitions
27,7,5,D08_neighborhood_stability
27,10,11,D11_symmetry_breaking
27,11,5,D12_closure
27,12,6,D13_composition
27,14,6,D15_self_reference
27,15,8,D16_scale_invariance
27,16,5,D17_repeatability
27,17,8,D18_separability
28,1,8,D02_trajectory_convergence
28,3,6,D04_recurrence
28,4,28,D05_persistence
28,5,10,D06_invariant_transitions
28,7,5,D08_neighborhood_stability
28,8,23,D09_compression
28,12,6,D13_composition
28,14,6,D15_self_reference
28,15,8,D16_scale_invariance
28,17,8,D18_separability
28,18,10,D19_boundary_formation
28,19,5,D20_distance_structure
29,1,7,D02_trajectory_convergence
29,3,6,D04_recurrence
29,4,9,D05_persistence
29,5,6,D06_invariant_transitions
29,12,7,D13_composition
29,14,6,D15_self_reference
29,17,8,D18_separability
30,1,6,D02_trajectory_convergence
30,3,5,D04_recurrence
30,4,5,D05_persistence
30,5,30,D06_invariant_transitions
30,7,5,D08_neighborhood_stability
30,12,6,D13_composition
30,14,6,D15_self_reference
30,17,8,D18_separability
30,18,10,D19_boundary_formation
30,19,5,D20_distance_structure
31,1,8,D02_trajectory_convergence
31,3,5,D04_recurrence
31,4,5,D05_persistence
31,5,47,D06_invariant_transitions
31,7,5,D08_neighborhood_stability
31,11,5,D12_closure
31,12,6,D13_composition
31,14,6,D15_self_reference
31,15,8,D16_scale_invariance
31,17,8,D18_separability
31,18,10,D19_boundary_formation
31,19,5,D20_distance_structure
32,1,6,D02_trajectory_convergence
32,3,5,D04_recurrence
32,4,5,D05_persistence
32,5,12,D06_invariant_transitions
32,6,8,D07_forbidden_transitions
32,12,6,D13_composition
32,14,6,D15_self_reference
32,15,8,D16_scale_invariance
32,17,8,D18_separability
32,18,10,D19_boundary_formation
32,19,5,D20_distance_structure
33,3,5,D04_recurrence
33,4,34,D05_persistence
33,5,5,D06_invariant_transitions
33,7,5,D08_neighborhood_stability
33,10,10,D11_symmetry_breaking
33,11,5,D12_closure
33,12,6,D13_composition
33,14,6,D15_self_reference
33,15,8,D16_scale_invariance
33,16,5,D17_repeatability
33,17,8,D18_separability
34,1,6,D02_trajectory_convergence
34,3,5,D04_recurrence
34,4,5,D05_persistence
34,5,13,D06_invariant_transitions
34,8,15,D09_compression
34,12,6,D13_composition
34,14,6,D15_self_reference
34,15,8,D16_scale_invariance
34,17,8,D18_separability
34,18,10,D19_boundary_formation
34,19,5,D20_distance_structure
35,1,6,D02_trajectory_convergence
35,3,7,D04_recurrence
35,5,14,D06_invariant_transitions
35,10,23,D11_symmetry_breaking
35,12,9,D13_composition
35,14,6,D15_self_reference
35,17,8,D18_separability
35,18,10,D19_boundary_formation
35,19,5,D20_distance_structure
36,1,6,D02_trajectory_convergence
36,3,5,D04_recurrence
36,4,5,D05_persistence
36,5,21,D06_invariant_transitions
36,12,6,D13_composition
36,14,6,D15_self_reference
36,15,8,D16_scale_invariance
36,17,8,D18_separability
36,18,10,D19_boundary_formation
36,19,5,D20_distance_structure
37,1,8,D02_trajectory_convergence
37,3,5,D04_recurrence
37,4,5,D05_persistence
37,7,5,D08_neighborhood_stability
37,12,6,D13_composition
37,14,6,D15_self_reference
37,15,8,D16_scale_invariance
37,17,8,D18_separability
37,18,10,D19_boundary_formation
37,19,5,D20_distance_structure
38,1,6,D02_trajectory_convergence
38,3,5,D04_recurrence
38,4,5,D05_persistence
38,5,17,D06_invariant_transitions
38,6,8,D07_forbidden_transitions
38,12,6,D13_composition
38,14,6,D15_self_reference
38,15,8,D16_scale_invariance
38,17,8,D18_separability
38,18,10,D19_boundary_formation
38,19,5,D20_distance_structure
39,3,5,D04_recurrence
39,5,5,D06_invariant_transitions
39,7,5,D08_neighborhood_stability
39,10,14,D11_symmetry_breaking
39,11,5,D12_closure
39,12,6,D13_composition
39,14,6,D15_self_reference
39,15,8,D16_scale_invariance
39,16,5,D17_repeatability
39,17,8,D18_separability
40,1,6,D02_trajectory_convergence
40,3,5,D04_recurrence
40,4,5,D05_persistence
40,5,45,D06_invariant_transitions
40,7,5,D08_neighborhood_stability
40,12,6,D13_composition
40,14,6,D15_self_reference
40,15,8,D16_scale_invariance
40,17,8,D18_separability
40,18,10,D19_boundary_formation
40,19,5,D20_distance_structure
41,1,12,D02_trajectory_convergence
41,3,6,D04_recurrence
41,5,27,D06_invariant_transitions
41,11,8,D12_closure
41,12,6,D13_composition
41,14,6,D15_self_reference
41,17,8,D18_separability
41,19,5,D20_distance_structure
42,1,6,D02_trajectory_convergence
42,3,5,D04_recurrence
42,4,5,D05_persistence
42,5,20,D06_invariant_transitions
42,12,6,D13_composition
42,14,6,D15_self_reference
42,17,8,D18_separability
42,18,10,D19_boundary_formation
42,19,5,D20_distance_structure
43,1,8,D02_trajectory_convergence
43,3,5,D04_recurrence
43,4,5,D05_persistence
43,7,5,D08_neighborhood_stability
43,12,6,D13_composition
43,14,6,D15_self_reference
43,15,8,D16_scale_invariance
43,17,8,D18_separability
43,18,10,D19_boundary_formation
43,19,5,D20_distance_structure
44,1,6,D02_trajectory_convergence
44,3,5,D04_recurrence
44,4,5,D05_persistence
44,5,12,D06_invariant_transitions
44,6,8,D07_forbidden_transitions
44,12,6,D13_composition
44,13,8,D14_hierarchy
44,14,6,D15_self_reference
44,15,8,D16_scale_invariance
44,17,8,D18_separability
44,18,10,D19_boundary_formation
44,19,5,D20_distance_structure
45,2,5,D03_trajectory_divergence
45,3,5,D04_recurrence
45,5,5,D06_invariant_transitions
45,7,5,D08_neighborhood_stability
45,10,12,D11_symmetry_breaking
45,11,5,D12_closure
45,12,6,D13_composition
45,14,6,D15_self_reference
45,15,8,D16_scale_invariance
45,17,8,D18_separability
46,1,6,D02_trajectory_convergence
46,3,5,D04_recurrence
46,4,24,D05_persistence
46,5,12,D06_invariant_transitions
46,7,5,D08_neighborhood_stability
46,8,9,D09_compression
46,10,22,D11_symmetry_breaking
46,12,6,D13_composition
46,14,6,D15_self_reference
46,15,8,D16_scale_invariance
46,17,8,D18_separability
46,19,5,D20_distance_structure
47,1,6,D02_trajectory_convergence
47,3,5,D04_recurrence
47,5,26,D06_invariant_transitions
47,12,7,D13_composition
47,14,6,D15_self_reference
47,17,8,D18_separability
47,19,5,D20_distance_structure
48,1,6,D02_trajectory_convergence
48,3,6,D04_recurrence
48,4,5,D05_persistence
48,7,5,D08_neighborhood_stability
48,8,8,D09_compression
48,10,23,D11_symmetry_breaking
48,12,6,D13_composition
48,14,6,D15_self_reference
48,15,8,D16_scale_invariance
48,18,10,D19_boundary_formation
48,19,5,D20_distance_structure
49,1,8,D02_trajectory_convergence
49,3,6,D04_recurrence
49,4,5,D05_persistence
49,7,5,D08_neighborhood_stability
49,12,6,D13_composition
49,14,6,D15_self_reference
49,15,8,D16_scale_invariance
49,17,8,D18_separability
49,18,10,D19_boundary_formation
49,19,5,D20_distance_structure
50,1,6,D02_trajectory_convergence
50,3,5,D04_recurrence
50,4,5,D05_persistence
50,5,14,D06_invariant_transitions
50,6,8,D07_forbidden_transitions
50,12,6,D13_composition
50,13,8,D14_hierarchy
50,14,6,D15_self_reference
50,17,8,D18_separability
50,18,10,D19_boundary_formation
50,19,5,D20_distance_structure
51,3,5,D04_recurrence
51,4,26,D05_persistence
51,5,5,D06_invariant_transitions
51,7,5,D08_neighborhood_stability
51,10,13,D11_symmetry_breaking
51,11,5,D12_closure
51,12,6,D13_composition
51,14,6,D15_self_reference
51,15,8,D16_scale_invariance
51,17,8,D18_separability
52,1,6,D02_trajectory_convergence
52,3,5,D04_recurrence
52,4,5,D05_persistence
52,5,44,D06_invariant_transitions
52,6,8,D07_forbidden_transitions
52,7,5,D08_neighborhood_stability
52,12,6,D13_composition
52,14,6,D15_self_reference
52,15,8,D16_scale_invariance
52,17,8,D18_separability
52,18,10,D19_boundary_formation
52,19,5,D20_distance_structure
53,1,6,D02_trajectory_convergence
53,3,7,D04_recurrence
53,4,5,D05_persistence
53,5,11,D06_invariant_transitions
53,12,12,D13_composition
53,14,6,D15_self_reference
53,17,8,D18_separability
53,19,5,D20_distance_structure
54,1,6,D02_trajectory_convergence
54,3,5,D04_recurrence
54,4,5,D05_persistence
54,5,31,D06_invariant_transitions
54,7,5,D08_neighborhood_stability
54,12,6,D13_composition
54,14,6,D15_self_reference
54,17,8,D18_separability
54,18,10,D19_boundary_formation
54,19,5,D20_distance_structure
55,1,8,D02_trajectory_convergence
55,3,6,D04_recurrence
55,4,5,D05_persistence
55,7,5,D08_neighborhood_stability
55,12,6,D13_composition
55,14,6,D15_self_reference
55,15,8,D16_scale_invariance
55,17,8,D18_separability
55,18,10,D19_boundary_formation
55,19,5,D20_distance_structure
56,1,6,D02_trajectory_convergence
56,3,5,D04_recurrence
56,4,5,D05_persistence
56,5,14,D06_invariant_transitions
56,6,8,D07_forbidden_transitions
56,12,6,D13_composition
56,14,6,D15_self_reference
56,15,8,D16_scale_invariance
56,17,8,D18_separability
56,18,10,D19_boundary_formation
56,19,5,D20_distance_structure
57,2,5,D03_trajectory_divergence
57,3,5,D04_recurrence
57,5,5,D06_invariant_transitions
57,7,5,D08_neighborhood_stability
57,10,12,D11_symmetry_breaking
57,11,5,D12_closure
57,12,6,D13_composition
57,14,6,D15_self_reference
57,15,8,D16_scale_invariance
57,17,8,D18_separability
58,1,6,D02_trajectory_convergence
58,3,6,D04_recurrence
58,4,5,D05_persistence
58,7,5,D08_neighborhood_stability
58,8,8,D09_compression
58,12,6,D13_composition
58,14,6,D15_self_reference
58,15,8,D16_scale_invariance
58,17,8,D18_separability
58,18,10,D19_boundary_formation
58,19,5,D20_distance_structure
59,1,6,D02_trajectory_convergence
59,3,6,D04_recurrence
59,5,13,D06_invariant_transitions
59,10,8,D11_symmetry_breaking
59,12,9,D13_composition
59,14,6,D15_self_reference
59,18,10,D19_boundary_formation
59,19,5,D20_distance_structure
60,1,6,D02_trajectory_convergence
60,3,5,D04_recurrence
60,4,5,D05_persistence
60,5,24,D06_invariant_transitions
60,12,6,D13_composition
60,13,8,D14_hierarchy
60,14,6,D15_self_reference
60,17,8,D18_separability
60,18,10,D19_boundary_formation
60,19,5,D20_distance_structure
61,1,8,D02_trajectory_convergence
61,3,5,D04_recurrence
61,4,5,D05_persistence
61,7,5,D08_neighborhood_stability
61,12,6,D13_composition
61,14,6,D15_self_reference
61,15,8,D16_scale_invariance
61,17,8,D18_separability
61,18,10,D19_boundary_formation
61,19,5,D20_distance_structure
62,1,6,D02_trajectory_convergence
62,3,5,D04_recurrence
62,4,5,D05_persistence
62,5,22,D06_invariant_transitions
62,6,8,D07_forbidden_transitions
62,12,6,D13_composition
62,14,6,D15_self_reference
62,15,8,D16_scale_invariance
62,17,8,D18_separability
62,18,10,D19_boundary_formation
62,19,5,D20_distance_structure
63,2,5,D03_trajectory_divergence
63,3,5,D04_recurrence
63,5,5,D06_invariant_transitions
63,7,5,D08_neighborhood_stability
63,10,13,D11_symmetry_breaking
63,11,5,D12_closure
63,12,6,D13_composition
63,14,6,D15_self_reference
63,15,8,D16_scale_invariance
63,17,8,D18_separability
64,1,6,D02_trajectory_convergence
64,3,6,D04_recurrence
64,4,5,D05_persistence
64,7,5,D08_neighborhood_stability
64,8,19,D09_compression
64,12,6,D13_composition
64,13,8,D14_hierarchy
64,14,6,D15_self_reference
64,15,8,D16_scale_invariance
64,17,8,D18_separability
64,18,10,D19_boundary_formation
64,19,5,D20_distance_structure
65,1,6,D02_trajectory_convergence
65,3,5,D04_recurrence
65,4,25,D05_persistence
65,12,6,D13_composition
65,14,6,D15_self_reference
65,17,8,D18_separability
65,18,10,D19_boundary_formation
65,19,5,D20_distance_structure
66,1,6,D02_trajectory_convergence
66,3,5,D04_recurrence
66,4,5,D05_persistence
66,5,11,D06_invariant_transitions
66,6,8,D07_forbidden_transitions
66,12,6,D13_composition
66,13,8,D14_hierarchy
66,14,6,D15_self_reference
66,15,8,D16_scale_invariance
66,17,8,D18_separability
66,18,10,D19_boundary_formation
66,19,5,D20_distance_structure
67,1,8,D02_trajectory_convergence
67,3,5,D04_recurrence
67,4,5,D05_persistence
67,7,5,D08_neighborhood_stability
67,12,6,D13_composition
67,14,6,D15_self_reference
67,15,8,D16_scale_invariance
67,17,8,D18_separability
67,18,10,D19_boundary_formation
67,19,5,D20_distance_structure
68,1,6,D02_trajectory_convergence
68,3,5,D04_recurrence
68,4,5,D05_persistence
68,5,13,D06_invariant_transitions
68,6,8,D07_forbidden_transitions
68,12,6,D13_composition
68,14,6,D15_self_reference
68,15,8,D16_scale_invariance
68,17,8,D18_separability
68,18,10,D19_boundary_formation
68,19,5,D20_distance_structure
69,3,5,D04_recurrence
69,5,5,D06_invariant_transitions
69,7,5,D08_neighborhood_stability
69,10,11,D11_symmetry_breaking
69,11,5,D12_closure
69,12,6,D13_composition
69,14,6,D15_self_reference
69,15,8,D16_scale_invariance
69,16,5,D17_repeatability
69,17,8,D18_separability
70,1,6,D02_trajectory_convergence
70,3,5,D04_recurrence
70,4,5,D05_persistence
70,5,47,D06_invariant_transitions
70,7,5,D08_neighborhood_stability
70,12,6,D13_composition
70,14,6,D15_self_reference
70,15,8,D16_scale_invariance
70,17,8,D18_separability
70,18,10,D19_boundary_formation
70,19,5,D20_distance_structure
71,1,8,D02_trajectory_convergence
71,3,5,D04_recurrence
71,5,45,D06_invariant_transitions
71,10,16,D11_symmetry_breaking
71,11,41,D12_closure
71,12,13,D13_composition
71,14,6,D15_self_reference
71,19,5,D20_distance_structure
72,1,6,D02_trajectory_convergence
72,3,5,D04_recurrence
72,4,5,D05_persistence
72,5,33,D06_invariant_transitions
72,7,5,D08_neighborhood_stability
72,12,6,D13_composition
72,14,6,D15_self_reference
72,18,10,D19_boundary_formation
72,19,5,D20_distance_structure
73,1,8,D02_trajectory_convergence
73,3,6,D04_recurrence
73,4,5,D05_persistence
73,7,5,D08_neighborhood_stability
73,12,6,D13_composition
73,14,6,D15_self_reference
73,15,8,D16_scale_invariance
73,17,8,D18_separability
73,18,10,D19_boundary_formation
73,19,5,D20_distance_structure
74,1,6,D02_trajectory_convergence
74,3,5,D04_recurrence
74,4,5,D05_persistence
74,5,13,D06_invariant_transitions
74,6,8,D07_forbidden_transitions
74,12,6,D13_composition
74,14,6,D15_self_reference
74,15,8,D16_scale_invariance
74,17,8,D18_separability
74,18,10,D19_boundary_formation
74,19,5,D20_distance_structure
75,3,5,D04_recurrence
75,4,31,D05_persistence
75,5,5,D06_invariant_transitions
75,7,5,D08_neighborhood_stability
75,10,10,D11_symmetry_breaking
75,11,5,D12_closure
75,12,6,D13_composition
75,14,6,D15_self_reference
75,15,8,D16_scale_invariance
75,16,5,D17_repeatability
75,17,8,D18_separability
76,1,6,D02_trajectory_convergence
76,3,5,D04_recurrence
76,4,5,D05_persistence
76,5,45,D06_invariant_transitions
76,7,5,D08_neighborhood_stability
76,12,6,D13_composition
76,14,6,D15_self_reference
76,15,8,D16_scale_invariance
76,17,8,D18_separability
76,18,10,D19_boundary_formation
76,19,5,D20_distance_structure
77,1,6,D02_trajectory_convergence
77,3,5,D04_recurrence
77,11,6,D12_closure
77,12,6,D13_composition
77,14,6,D15_self_reference
77,17,8,D18_separability
77,19,5,D20_distance_structure
78,1,6,D02_trajectory_convergence
78,3,5,D04_recurrence
78,4,5,D05_persistence
78,5,22,D06_invariant_transitions
78,11,5,D12_closure
78,12,6,D13_composition
78,14,6,D15_self_reference
78,15,8,D16_scale_invariance
78,17,8,D18_separability
78,18,10,D19_boundary_formation
78,19,5,D20_distance_structure
79,1,8,D02_trajectory_convergence
79,3,7,D04_recurrence
79,4,5,D05_persistence
79,7,5,D08_neighborhood_stability
79,12,7,D13_composition
79,14,6,D15_self_reference
79,15,8,D16_scale_invariance
79,17,8,D18_separability
79,18,10,D19_boundary_formation
79,19,5,D20_distance_structure
80,1,6,D02_trajectory_convergence
80,3,5,D04_recurrence
80,4,5,D05_persistence
80,5,14,D06_invariant_transitions
80,6,8,D07_forbidden_transitions
80,12,6,D13_composition
80,14,6,D15_self_reference
80,15,8,D16_scale_invariance
80,17,8,D18_separability
80,18,10,D19_boundary_formation
80,19,5,D20_distance_structure
81,3,5,D04_recurrence
81,4,31,D05_persistence
81,5,5,D06_invariant_transitions
81,7,5,D08_neighborhood_stability
81,10,10,D11_symmetry_breaking
81,11,5,D12_closure
81,12,6,D13_composition
81,14,6,D15_self_reference
81,15,8,D16_scale_invariance
81,16,5,D17_repeatability
81,17,8,D18_separability
82,1,6,D02_trajectory_convergence
82,3,5,D04_recurrence
82,4,5,D05_persistence
82,5,14,D06_invariant_transitions
82,8,15,D09_compression
82,12,6,D13_composition
82,13,8,D14_hierarchy
82,14,6,D15_self_reference
82,17,8,D18_separability
82,18,10,D19_boundary_formation
82,19,5,D20_distance_structure
83,1,6,D02_trajectory_convergence
83,3,5,D04_recurrence
83,4,9,D05_persistence
83,5,28,D06_invariant_transitions
83,12,7,D13_composition
83,14,6,D15_self_reference
83,17,8,D18_separability
83,18,10,D19_boundary_formation
83,19,5,D20_distance_structure
84,1,6,D02_trajectory_convergence
84,3,5,D04_recurrence
84,4,5,D05_persistence
84,5,28,D06_invariant_transitions
84,7,5,D08_neighborhood_stability
84,12,6,D13_composition
84,14,6,D15_self_reference
84,17,8,D18_separability
84,18,10,D19_boundary_formation
84,19,5,D20_distance_structure
85,1,8,D02_trajectory_convergence
85,3,5,D04_recurrence
85,4,5,D05_persistence
85,7,5,D08_neighborhood_stability
85,12,6,D13_composition
85,14,6,D15_self_reference
85,15,8,D16_scale_invariance
85,17,8,D18_separability
85,18,10,D19_boundary_formation
85,19,5,D20_distance_structure
86,1,6,D02_trajectory_convergence
86,3,5,D04_recurrence
86,4,5,D05_persistence
86,5,13,D06_invariant_transitions
86,6,8,D07_forbidden_transitions
86,12,6,D13_composition
86,14,6,D15_self_reference
86,15,8,D16_scale_invariance
86,17,8,D18_separability
86,18,10,D19_boundary_formation
86,19,5,D20_distance_structure
87,3,5,D04_recurrence
87,4,34,D05_persistence
87,5,5,D06_invariant_transitions
87,7,5,D08_neighborhood_stability
87,10,12,D11_symmetry_breaking
87,11,5,D12_closure
87,12,6,D13_composition
87,14,6,D15_self_reference
87,15,8,D16_scale_invariance
87,16,5,D17_repeatability
87,17,8,D18_separability
88,1,6,D02_trajectory_convergence
88,3,5,D04_recurrence
88,4,5,D05_persistence
88,5,41,D06_invariant_transitions
88,7,5,D08_neighborhood_stability
88,8,8,D09_compression
88,12,6,D13_composition
88,14,6,D15_self_reference
88,15,8,D16_scale_invariance
88,18,10,D19_boundary_formation
88,19,5,D20_distance_structure
89,1,6,D02_trajectory_convergence
89,3,6,D04_recurrence
89,4,33,D05_persistence
89,10,23,D11_symmetry_breaking
89,12,8,D13_composition
89,14,6,D15_self_reference
89,17,8,D18_separability
89,18,10,D19_boundary_formation
89,19,5,D20_distance_structure
90,1,6,D02_trajectory_convergence
90,3,5,D04_recurrence
90,4,5,D05_persistence
90,5,23,D06_invariant_transitions
90,6,8,D07_forbidden_transitions
90,7,5,D08_neighborhood_stability
90,12,6,D13_composition
90,14,6,D15_self_reference
90,15,8,D16_scale_invariance
90,17,8,D18_separability
90,18,10,D19_boundary_formation
90,19,5,D20_distance_structure
91,1,8,D02_trajectory_convergence
91,3,5,D04_recurrence
91,4,5,D05_persistence
91,7,5,D08_neighborhood_stability
91,12,6,D13_composition
91,14,6,D15_self_reference
91,15,8,D16_scale_invariance
91,17,8,D18_separability
91,18,10,D19_boundary_formation
91,19,5,D20_distance_structure
92,1,6,D02_trajectory_convergence
92,3,5,D04_recurrence
