universe_id,detector_id,depth,detector_name
2413,19,5,D20_distance_structure
2414,1,6,D02_trajectory_convergence
2414,3,5,D04_recurrence
2414,4,5,D05_persistence
2414,5,12,D06_invariant_transitions
2414,6,8,D07_forbidden_transitions
2414,12,6,D13_composition
2414,14,6,D15_self_reference
2414,15,8,D16_scale_invariance
2414,17,8,D18_separability
2414,18,10,D19_boundary_formation
2414,19,5,D20_distance_structure
2415,2,5,D03_trajectory_divergence
2415,3,5,D04_recurrence
2415,5,5,D06_invariant_transitions
2415,7,5,D08_neighborhood_stability
2415,10,9,D11_symmetry_breaking
2415,11,5,D12_closure
2415,12,6,D13_composition
2415,14,6,D15_self_reference
2415,15,8,D16_scale_invariance
2415,17,8,D18_separability
2416,1,6,D02_trajectory_convergence
2416,3,5,D04_recurrence
2416,4,5,D05_persistence
2416,5,43,D06_invariant_transitions
2416,6,8,D07_forbidden_transitions
2416,7,5,D08_neighborhood_stability
2416,11,5,D12_closure
2416,12,6,D13_composition
2416,14,6,D15_self_reference
2416,15,8,D16_scale_invariance
2416,17,8,D18_separability
2416,18,10,D19_boundary_formation
2416,19,5,D20_distance_structure
2417,1,6,D02_trajectory_convergence
2417,3,7,D04_recurrence
2417,4,30,D05_persistence
2417,5,16,D06_invariant_transitions
2417,10,10,D11_symmetry_breaking
2417,12,8,D13_composition
2417,14,6,D15_self_reference
2417,18,10,D19_boundary_formation
2417,19,5,D20_distance_structure
2418,1,6,D02_trajectory_convergence
2418,3,5,D04_recurrence
2418,4,5,D05_persistence
2418,5,32,D06_invariant_transitions
2418,7,5,D08_neighborhood_stability
2418,12,6,D13_composition
2418,14,6,D15_self_reference
2418,15,8,D16_scale_invariance
2418,17,8,D18_separability
2418,18,10,D19_boundary_formation
2418,19,5,D20_distance_structure
2419,1,8,D02_trajectory_convergence
2419,3,6,D04_recurrence
2419,4,5,D05_persistence
2419,7,5,D08_neighborhood_stability
2419,12,6,D13_composition
2419,14,6,D15_self_reference
2419,15,8,D16_scale_invariance
2419,17,8,D18_separability
2419,18,10,D19_boundary_formation
2419,19,5,D20_distance_structure
2420,1,6,D02_trajectory_convergence
2420,3,5,D04_recurrence
2420,4,5,D05_persistence
2420,5,14,D06_invariant_transitions
2420,6,8,D07_forbidden_transitions
2420,12,6,D13_composition
2420,14,6,D15_self_reference
2420,15,8,D16_scale_invariance
2420,17,8,D18_separability
2420,18,10,D19_boundary_formation
2420,19,5,D20_distance_structure
2421,3,5,D04_recurrence
2421,4,34,D05_persistence
2421,5,5,D06_invariant_transitions
2421,7,5,D08_neighborhood_stability
2421,10,12,D11_symmetry_breaking
2421,11,5,D12_closure
2421,12,6,D13_composition
2421,14,6,D15_self_reference
2421,15,8,D16_scale_invariance
2421,16,5,D17_repeatability
2421,17,8,D18_separability
2422,1,6,D02_trajectory_convergence
2422,3,5,D04_recurrence
2422,4,21,D05_persistence
2422,5,15,D06_invariant_transitions
2422,6,8,D07_forbidden_transitions
2422,7,5,D08_neighborhood_stability
2422,12,6,D13_composition
2422,14,6,D15_self_reference
2422,15,8,D16_scale_invariance
2422,17,8,D18_separability
2422,19,5,D20_distance_structure
2423,1,6,D02_trajectory_convergence
2423,3,5,D04_recurrence
2423,4,19,D05_persistence
2423,11,5,D12_closure
2423,12,6,D13_composition
2423,14,6,D15_self_reference
2423,17,8,D18_separability
2423,18,10,D19_boundary_formation
2423,19,5,D20_distance_structure
2424,1,6,D02_trajectory_convergence
2424,3,5,D04_recurrence
2424,4,5,D05_persistence
2424,5,22,D06_invariant_transitions
2424,12,6,D13_composition
2424,14,6,D15_self_reference
2424,15,8,D16_scale_invariance
2424,17,8,D18_separability
2424,18,10,D19_boundary_formation
2424,19,5,D20_distance_structure
2425,1,6,D02_trajectory_convergence
2425,3,5,D04_recurrence
2425,4,5,D05_persistence
2425,7,5,D08_neighborhood_stability
2425,12,6,D13_composition
2425,14,6,D15_self_reference
2425,15,8,D16_scale_invariance
2425,17,8,D18_separability
2425,18,10,D19_boundary_formation
2425,19,5,D20_distance_structure
2426,1,6,D02_trajectory_convergence
2426,3,5,D04_recurrence
2426,4,5,D05_persistence
2426,5,11,D06_invariant_transitions
2426,6,8,D07_forbidden_transitions
2426,12,6,D13_composition
2426,14,6,D15_self_reference
2426,15,8,D16_scale_invariance
2426,17,8,D18_separability
2426,18,10,D19_boundary_formation
2426,19,5,D20_distance_structure
2427,3,5,D04_recurrence
2427,4,33,D05_persistence
2427,5,5,D06_invariant_transitions
2427,7,5,D08_neighborhood_stability
2427,10,9,D11_symmetry_breaking
2427,11,5,D12_closure
2427,12,6,D13_composition
2427,14,6,D15_self_reference
2427,15,8,D16_scale_invariance
2427,16,5,D17_repeatability
2427,17,8,D18_separability
2428,1,6,D02_trajectory_convergence
2428,3,5,D04_recurrence
2428,4,9,D05_persistence
2428,5,11,D06_invariant_transitions
2428,6,8,D07_forbidden_transitions
2428,7,5,D08_neighborhood_stability
2428,8,11,D09_compression
2428,10,16,D11_symmetry_breaking
2428,12,6,D13_composition
2428,14,6,D15_self_reference
2428,15,8,D16_scale_invariance
2428,17,8,D18_separability
2428,19,5,D20_distance_structure
2429,1,7,D02_trajectory_convergence
2429,3,9,D04_recurrence
2429,5,16,D06_invariant_transitions
2429,12,9,D13_composition
2429,13,8,D14_hierarchy
2429,14,7,D15_self_reference
2429,17,8,D18_separability
2429,19,5,D20_distance_structure
2430,1,6,D02_trajectory_convergence
2430,3,5,D04_recurrence
2430,4,5,D05_persistence
2430,7,5,D08_neighborhood_stability
2430,8,8,D09_compression
2430,12,6,D13_composition
2430,14,6,D15_self_reference
2430,15,8,D16_scale_invariance
2430,18,10,D19_boundary_formation
2430,19,5,D20_distance_structure
2431,1,8,D02_trajectory_convergence
2431,3,5,D04_recurrence
2431,4,5,D05_persistence
2431,5,46,D06_invariant_transitions
2431,7,5,D08_neighborhood_stability
2431,12,6,D13_composition
2431,14,6,D15_self_reference
2431,15,8,D16_scale_invariance
2431,17,8,D18_separability
2431,18,10,D19_boundary_formation
2431,19,5,D20_distance_structure
2432,1,6,D02_trajectory_convergence
2432,3,5,D04_recurrence
2432,4,5,D05_persistence
2432,5,24,D06_invariant_transitions
2432,12,6,D13_composition
2432,14,6,D15_self_reference
2432,17,8,D18_separability
2432,18,10,D19_boundary_formation
2432,19,5,D20_distance_structure
2433,2,5,D03_trajectory_divergence
2433,3,5,D04_recurrence
2433,5,5,D06_invariant_transitions
2433,7,5,D08_neighborhood_stability
2433,10,14,D11_symmetry_breaking
2433,11,5,D12_closure
2433,12,6,D13_composition
2433,14,6,D15_self_reference
2433,15,8,D16_scale_invariance
2433,17,8,D18_separability
2434,1,6,D02_trajectory_convergence
2434,3,5,D04_recurrence
2434,4,5,D05_persistence
2434,5,44,D06_invariant_transitions
2434,7,5,D08_neighborhood_stability
2434,12,6,D13_composition
2434,14,6,D15_self_reference
2434,15,8,D16_scale_invariance
2434,17,8,D18_separability
2434,18,10,D19_boundary_formation
2434,19,5,D20_distance_structure
2435,1,6,D02_trajectory_convergence
2435,3,5,D04_recurrence
2435,4,34,D05_persistence
2435,5,25,D06_invariant_transitions
2435,11,49,D12_closure
2435,12,6,D13_composition
2435,14,6,D15_self_reference
2435,15,8,D16_scale_invariance
2435,17,8,D18_separability
2435,18,10,D19_boundary_formation
2435,19,5,D20_distance_structure
2436,1,6,D02_trajectory_convergence
2436,3,5,D04_recurrence
2436,4,5,D05_persistence
2436,5,12,D06_invariant_transitions
2436,12,6,D13_composition
2436,14,6,D15_self_reference
2436,17,8,D18_separability
2436,18,10,D19_boundary_formation
2436,19,5,D20_distance_structure
2437,1,8,D02_trajectory_convergence
2437,3,5,D04_recurrence
2437,4,5,D05_persistence
2437,7,5,D08_neighborhood_stability
2437,12,6,D13_composition
2437,14,6,D15_self_reference
2437,15,8,D16_scale_invariance
2437,17,8,D18_separability
2437,18,10,D19_boundary_formation
2437,19,5,D20_distance_structure
2438,1,6,D02_trajectory_convergence
2438,3,5,D04_recurrence
2438,4,5,D05_persistence
2438,5,11,D06_invariant_transitions
2438,6,8,D07_forbidden_transitions
2438,12,6,D13_composition
2438,14,6,D15_self_reference
2438,15,8,D16_scale_invariance
2438,17,8,D18_separability
2438,18,10,D19_boundary_formation
2438,19,5,D20_distance_structure
2439,3,5,D04_recurrence
2439,4,34,D05_persistence
2439,5,5,D06_invariant_transitions
2439,7,5,D08_neighborhood_stability
2439,10,12,D11_symmetry_breaking
2439,11,5,D12_closure
2439,12,6,D13_composition
2439,14,6,D15_self_reference
2439,15,8,D16_scale_invariance
2439,16,5,D17_repeatability
2439,17,8,D18_separability
2440,1,6,D02_trajectory_convergence
2440,3,5,D04_recurrence
2440,4,5,D05_persistence
2440,5,46,D06_invariant_transitions
2440,7,5,D08_neighborhood_stability
2440,12,7,D13_composition
2440,14,6,D15_self_reference
2440,15,8,D16_scale_invariance
2440,17,8,D18_separability
2440,18,10,D19_boundary_formation
2440,19,5,D20_distance_structure
2441,1,6,D02_trajectory_convergence
2441,3,5,D04_recurrence
2441,4,29,D05_persistence
2441,11,6,D12_closure
2441,12,6,D13_composition
2441,14,6,D15_self_reference
2441,17,8,D18_separability
2442,1,6,D02_trajectory_convergence
2442,3,5,D04_recurrence
2442,4,5,D05_persistence
2442,5,29,D06_invariant_transitions
2442,7,5,D08_neighborhood_stability
2442,12,6,D13_composition
2442,14,6,D15_self_reference
2442,17,8,D18_separability
2442,18,10,D19_boundary_formation
2442,19,5,D20_distance_structure
2443,1,6,D02_trajectory_convergence
2443,3,5,D04_recurrence
2443,4,5,D05_persistence
2443,7,5,D08_neighborhood_stability
2443,12,6,D13_composition
2443,14,6,D15_self_reference
2443,15,8,D16_scale_invariance
2443,17,8,D18_separability
2443,19,5,D20_distance_structure
2444,1,6,D02_trajectory_convergence
2444,3,5,D04_recurrence
2444,4,5,D05_persistence
2444,5,18,D06_invariant_transitions
2444,6,8,D07_forbidden_transitions
2444,11,5,D12_closure
2444,12,6,D13_composition
2444,13,8,D14_hierarchy
2444,14,6,D15_self_reference
2444,17,8,D18_separability
2444,18,10,D19_boundary_formation
2444,19,5,D20_distance_structure
2445,3,5,D04_recurrence
2445,4,33,D05_persistence
2445,5,5,D06_invariant_transitions
2445,7,5,D08_neighborhood_stability
2445,10,10,D11_symmetry_breaking
2445,11,5,D12_closure
2445,12,6,D13_composition
2445,14,6,D15_self_reference
2445,15,8,D16_scale_invariance
2445,16,5,D17_repeatability
2445,17,8,D18_separability
2446,1,6,D02_trajectory_convergence
2446,3,5,D04_recurrence
2446,4,26,D05_persistence
2446,5,10,D06_invariant_transitions
2446,12,6,D13_composition
2446,14,6,D15_self_reference
2446,15,8,D16_scale_invariance
2446,17,8,D18_separability
2446,18,10,D19_boundary_formation
2446,19,5,D20_distance_structure
2447,1,6,D02_trajectory_convergence
2447,3,6,D04_recurrence
2447,4,30,D05_persistence
2447,5,9,D06_invariant_transitions
2447,7,5,D08_neighborhood_stability
2447,10,19,D11_symmetry_breaking
2447,12,7,D13_composition
2447,14,6,D15_self_reference
2447,17,8,D18_separability
2447,19,5,D20_distance_structure
2448,1,6,D02_trajectory_convergence
2448,3,5,D04_recurrence
2448,4,5,D05_persistence
2448,5,32,D06_invariant_transitions
2448,7,5,D08_neighborhood_stability
2448,12,6,D13_composition
2448,14,6,D15_self_reference
2448,17,8,D18_separability
2448,18,10,D19_boundary_formation
2448,19,5,D20_distance_structure
2449,1,8,D02_trajectory_convergence
2449,3,5,D04_recurrence
2449,4,5,D05_persistence
2449,7,5,D08_neighborhood_stability
2449,12,6,D13_composition
2449,14,6,D15_self_reference
2449,15,8,D16_scale_invariance
2449,17,8,D18_separability
2449,18,10,D19_boundary_formation
2449,19,5,D20_distance_structure
2450,1,6,D02_trajectory_convergence
2450,3,5,D04_recurrence
2450,4,5,D05_persistence
2450,5,13,D06_invariant_transitions
2450,6,8,D07_forbidden_transitions
2450,12,6,D13_composition
2450,14,6,D15_self_reference
2450,15,8,D16_scale_invariance
2450,17,8,D18_separability
2450,18,10,D19_boundary_formation
2450,19,5,D20_distance_structure
2451,4,32,D05_persistence
2451,5,5,D06_invariant_transitions
2451,7,5,D08_neighborhood_stability
2451,10,11,D11_symmetry_breaking
2451,12,6,D13_composition
2451,14,6,D15_self_reference
2451,15,8,D16_scale_invariance
2451,16,5,D17_repeatability
2451,17,8,D18_separability
2452,1,6,D02_trajectory_convergence
2452,3,5,D04_recurrence
2452,4,5,D05_persistence
2452,5,45,D06_invariant_transitions
2452,7,5,D08_neighborhood_stability
2452,12,6,D13_composition
2452,14,6,D15_self_reference
2452,15,8,D16_scale_invariance
2452,17,8,D18_separability
2452,18,10,D19_boundary_formation
2452,19,5,D20_distance_structure
2453,1,6,D02_trajectory_convergence
2453,3,5,D04_recurrence
2453,5,25,D06_invariant_transitions
2453,11,23,D12_closure
2453,12,7,D13_composition
2453,14,6,D15_self_reference
2453,17,8,D18_separability
2453,19,5,D20_distance_structure
2454,1,6,D02_trajectory_convergence
2454,3,7,D04_recurrence
2454,4,8,D05_persistence
2454,7,5,D08_neighborhood_stability
2454,12,7,D13_composition
2454,14,6,D15_self_reference
2454,18,10,D19_boundary_formation
2454,19,5,D20_distance_structure
2455,1,8,D02_trajectory_convergence
2455,3,5,D04_recurrence
2455,4,5,D05_persistence
2455,7,5,D08_neighborhood_stability
2455,12,6,D13_composition
2455,14,6,D15_self_reference
2455,15,8,D16_scale_invariance
2455,17,8,D18_separability
2455,18,10,D19_boundary_formation
2455,19,5,D20_distance_structure
2456,1,6,D02_trajectory_convergence
2456,3,5,D04_recurrence
2456,4,5,D05_persistence
2456,5,15,D06_invariant_transitions
2456,6,8,D07_forbidden_transitions
2456,12,6,D13_composition
2456,14,6,D15_self_reference
2456,15,8,D16_scale_invariance
2456,17,8,D18_separability
2456,18,10,D19_boundary_formation
2456,19,5,D20_distance_structure
2457,2,5,D03_trajectory_divergence
2457,3,5,D04_recurrence
2457,5,5,D06_invariant_transitions
2457,7,5,D08_neighborhood_stability
2457,10,15,D11_symmetry_breaking
2457,11,5,D12_closure
2457,12,6,D13_composition
2457,14,6,D15_self_reference
2457,15,8,D16_scale_invariance
2457,17,8,D18_separability
2458,1,6,D02_trajectory_convergence
2458,3,5,D04_recurrence
2458,4,5,D05_persistence
2458,5,10,D06_invariant_transitions
2458,8,10,D09_compression
2458,12,6,D13_composition
2458,14,6,D15_self_reference
2458,15,8,D16_scale_invariance
2458,17,8,D18_separability
2458,18,10,D19_boundary_formation
2458,19,5,D20_distance_structure
2459,1,6,D02_trajectory_convergence
2459,3,5,D04_recurrence
2459,5,35,D06_invariant_transitions
2459,12,6,D13_composition
2459,14,6,D15_self_reference
2459,18,10,D19_boundary_formation
2459,19,5,D20_distance_structure
2460,1,8,D02_trajectory_convergence
2460,3,5,D04_recurrence
2460,4,5,D05_persistence
2460,5,31,D06_invariant_transitions
2460,7,5,D08_neighborhood_stability
2460,12,6,D13_composition
2460,14,6,D15_self_reference
2460,15,8,D16_scale_invariance
2460,17,8,D18_separability
2460,18,10,D19_boundary_formation
2460,19,5,D20_distance_structure
2461,1,6,D02_trajectory_convergence
2461,3,5,D04_recurrence
2461,4,5,D05_persistence
2461,5,44,D06_invariant_transitions
2461,7,5,D08_neighborhood_stability
2461,12,6,D13_composition
2461,14,6,D15_self_reference
2461,15,8,D16_scale_invariance
2461,17,8,D18_separability
2461,18,10,D19_boundary_formation
2461,19,5,D20_distance_structure
2462,1,6,D02_trajectory_convergence
2462,3,5,D04_recurrence
2462,4,5,D05_persistence
2462,5,14,D06_invariant_transitions
2462,6,8,D07_forbidden_transitions
2462,12,6,D13_composition
2462,14,6,D15_self_reference
2462,15,8,D16_scale_invariance
2462,17,8,D18_separability
2462,18,10,D19_boundary_formation
2462,19,5,D20_distance_structure
2463,3,13,D04_recurrence
2463,4,28,D05_persistence
2463,5,5,D06_invariant_transitions
2463,7,5,D08_neighborhood_stability
2463,10,12,D11_symmetry_breaking
2463,12,6,D13_composition
2463,14,6,D15_self_reference
2463,15,8,D16_scale_invariance
2463,17,8,D18_separability
2464,1,6,D02_trajectory_convergence
2464,3,6,D04_recurrence
2464,4,5,D05_persistence
2464,5,48,D06_invariant_transitions
2464,7,5,D08_neighborhood_stability
2464,12,7,D13_composition
2464,14,6,D15_self_reference
2464,17,8,D18_separability
2464,18,10,D19_boundary_formation
2464,19,5,D20_distance_structure
2465,1,6,D02_trajectory_convergence
2465,2,25,D03_trajectory_divergence
2465,3,6,D04_recurrence
2465,4,9,D05_persistence
2465,5,17,D06_invariant_transitions
2465,8,8,D09_compression
2465,10,23,D11_symmetry_breaking
2465,12,9,D13_composition
2465,14,6,D15_self_reference
2465,17,8,D18_separability
2466,1,6,D02_trajectory_convergence
2466,3,5,D04_recurrence
2466,4,5,D05_persistence
2466,5,25,D06_invariant_transitions
2466,7,5,D08_neighborhood_stability
2466,12,6,D13_composition
2466,14,6,D15_self_reference
2466,17,8,D18_separability
2466,18,10,D19_boundary_formation
2466,19,5,D20_distance_structure
2467,1,8,D02_trajectory_convergence
2467,3,5,D04_recurrence
2467,4,5,D05_persistence
2467,7,5,D08_neighborhood_stability
2467,12,6,D13_composition
2467,14,6,D15_self_reference
2467,15,8,D16_scale_invariance
2467,17,8,D18_separability
2467,18,10,D19_boundary_formation
2467,19,5,D20_distance_structure
2468,1,6,D02_trajectory_convergence
2468,3,5,D04_recurrence
2468,4,5,D05_persistence
2468,5,12,D06_invariant_transitions
2468,6,8,D07_forbidden_transitions
2468,12,6,D13_composition
2468,14,6,D15_self_reference
2468,15,8,D16_scale_invariance
2468,17,8,D18_separability
2468,18,10,D19_boundary_formation
2468,19,5,D20_distance_structure
2469,3,40,D04_recurrence
2469,4,33,D05_persistence
2469,5,5,D06_invariant_transitions
2469,7,5,D08_neighborhood_stability
2469,10,13,D11_symmetry_breaking
2469,12,6,D13_composition
2469,14,6,D15_self_reference
2469,15,8,D16_scale_invariance
2469,16,5,D17_repeatability
2469,17,8,D18_separability
2470,1,6,D02_trajectory_convergence
2470,3,5,D04_recurrence
2470,4,5,D05_persistence
2470,5,48,D06_invariant_transitions
2470,7,5,D08_neighborhood_stability
2470,12,6,D13_composition
2470,14,6,D15_self_reference
2470,15,8,D16_scale_invariance
2470,17,8,D18_separability
2470,18,10,D19_boundary_formation
2470,19,5,D20_distance_structure
2471,1,6,D02_trajectory_convergence
2471,3,7,D04_recurrence
2471,5,18,D06_invariant_transitions
2471,12,7,D13_composition
2471,14,6,D15_self_reference
2471,17,8,D18_separability
2471,18,10,D19_boundary_formation
2471,19,5,D20_distance_structure
2472,1,8,D02_trajectory_convergence
2472,3,6,D04_recurrence
2472,4,5,D05_persistence
2472,5,43,D06_invariant_transitions
2472,7,5,D08_neighborhood_stability
2472,8,8,D09_compression
2472,12,6,D13_composition
2472,14,6,D15_self_reference
2472,15,8,D16_scale_invariance
2472,18,10,D19_boundary_formation
2472,19,5,D20_distance_structure
2473,1,8,D02_trajectory_convergence
2473,3,5,D04_recurrence
2473,4,5,D05_persistence
2473,5,44,D06_invariant_transitions
2473,7,5,D08_neighborhood_stability
2473,12,6,D13_composition
2473,14,6,D15_self_reference
2473,15,8,D16_scale_invariance
2473,17,8,D18_separability
2473,18,10,D19_boundary_formation
2473,19,5,D20_distance_structure
2474,1,6,D02_trajectory_convergence
2474,3,5,D04_recurrence
2474,4,5,D05_persistence
2474,5,12,D06_invariant_transitions
2474,6,8,D07_forbidden_transitions
2474,12,6,D13_composition
2474,14,6,D15_self_reference
2474,15,8,D16_scale_invariance
2474,17,8,D18_separability
2474,18,10,D19_boundary_formation
2474,19,5,D20_distance_structure
2475,2,5,D03_trajectory_divergence
2475,3,5,D04_recurrence
2475,5,5,D06_invariant_transitions
2475,7,5,D08_neighborhood_stability
2475,10,14,D11_symmetry_breaking
2475,11,5,D12_closure
2475,12,6,D13_composition
2475,14,6,D15_self_reference
2475,15,8,D16_scale_invariance
2475,17,8,D18_separability
2476,1,6,D02_trajectory_convergence
2476,3,6,D04_recurrence
2476,4,18,D05_persistence
2476,5,21,D06_invariant_transitions
2476,7,5,D08_neighborhood_stability
2476,8,8,D09_compression
2476,10,19,D11_symmetry_breaking
2476,12,6,D13_composition
2476,14,6,D15_self_reference
2476,15,8,D16_scale_invariance
2476,17,8,D18_separability
2477,1,6,D02_trajectory_convergence
2477,3,6,D04_recurrence
2477,10,23,D11_symmetry_breaking
2477,12,6,D13_composition
2477,14,6,D15_self_reference
2477,15,8,D16_scale_invariance
2477,17,8,D18_separability
2477,19,5,D20_distance_structure
2478,1,6,D02_trajectory_convergence
2478,3,5,D04_recurrence
2478,4,5,D05_persistence
2478,5,37,D06_invariant_transitions
2478,7,5,D08_neighborhood_stability
2478,8,8,D09_compression
2478,12,6,D13_composition
2478,14,6,D15_self_reference
2478,15,8,D16_scale_invariance
2478,18,10,D19_boundary_formation
2478,19,5,D20_distance_structure
2479,1,8,D02_trajectory_convergence
2479,3,5,D04_recurrence
2479,4,5,D05_persistence
2479,7,5,D08_neighborhood_stability
2479,12,6,D13_composition
2479,14,6,D15_self_reference
2479,15,8,D16_scale_invariance
2479,17,8,D18_separability
2479,18,10,D19_boundary_formation
2479,19,5,D20_distance_structure
2480,1,6,D02_trajectory_convergence
2480,3,5,D04_recurrence
2480,4,5,D05_persistence
2480,5,16,D06_invariant_transitions
2480,6,8,D07_forbidden_transitions
2480,12,6,D13_composition
2480,14,6,D15_self_reference
2480,17,8,D18_separability
2480,18,10,D19_boundary_formation
2480,19,5,D20_distance_structure
2481,3,5,D04_recurrence
2481,4,34,D05_persistence
2481,5,5,D06_invariant_transitions
2481,7,5,D08_neighborhood_stability
2481,10,9,D11_symmetry_breaking
2481,11,5,D12_closure
2481,12,6,D13_composition
2481,14,6,D15_self_reference
2481,15,8,D16_scale_invariance
2481,16,5,D17_repeatability
2481,17,8,D18_separability
2482,1,6,D02_trajectory_convergence
2482,3,5,D04_recurrence
2482,4,5,D05_persistence
2482,5,45,D06_invariant_transitions
2482,7,5,D08_neighborhood_stability
2482,12,6,D13_composition
2482,14,6,D15_self_reference
2482,15,8,D16_scale_invariance
2482,17,8,D18_separability
2482,18,10,D19_boundary_formation
2482,19,5,D20_distance_structure
2483,1,8,D02_trajectory_convergence
2483,3,5,D04_recurrence
2483,4,34,D05_persistence
2483,5,17,D06_invariant_transitions
2483,12,7,D13_composition
2483,14,6,D15_self_reference
2483,19,5,D20_distance_structure
2484,1,6,D02_trajectory_convergence
2484,3,5,D04_recurrence
2484,4,5,D05_persistence
2484,5,31,D06_invariant_transitions
2484,7,5,D08_neighborhood_stability
2484,12,6,D13_composition
2484,14,6,D15_self_reference
2484,15,8,D16_scale_invariance
2484,17,8,D18_separability
2484,18,10,D19_boundary_formation
2484,19,5,D20_distance_structure
2485,1,8,D02_trajectory_convergence
2485,3,5,D04_recurrence
2485,4,5,D05_persistence
2485,5,49,D06_invariant_transitions
2485,7,5,D08_neighborhood_stability
2485,12,6,D13_composition
2485,14,6,D15_self_reference
2485,15,8,D16_scale_invariance
2485,17,8,D18_separability
2485,18,10,D19_boundary_formation
2485,19,5,D20_distance_structure
2486,1,6,D02_trajectory_convergence
2486,3,5,D04_recurrence
2486,4,5,D05_persistence
2486,5,12,D06_invariant_transitions
2486,6,8,D07_forbidden_transitions
2486,12,6,D13_composition
2486,14,6,D15_self_reference
2486,15,8,D16_scale_invariance
2486,17,8,D18_separability
2486,18,10,D19_boundary_formation
2486,19,5,D20_distance_structure
2487,3,5,D04_recurrence
2487,4,34,D05_persistence
2487,5,5,D06_invariant_transitions
2487,7,5,D08_neighborhood_stability
2487,10,10,D11_symmetry_breaking
2487,11,5,D12_closure
2487,12,6,D13_composition
2487,14,6,D15_self_reference
2487,15,8,D16_scale_invariance
2487,16,5,D17_repeatability
2487,17,8,D18_separability
2488,1,6,D02_trajectory_convergence
2488,3,5,D04_recurrence
2488,4,5,D05_persistence
2488,5,46,D06_invariant_transitions
2488,7,5,D08_neighborhood_stability
2488,12,6,D13_composition
2488,14,6,D15_self_reference
2488,15,8,D16_scale_invariance
2488,17,8,D18_separability
2488,18,10,D19_boundary_formation
2488,19,5,D20_distance_structure
2489,1,8,D02_trajectory_convergence
2489,3,5,D04_recurrence
2489,4,5,D05_persistence
2489,5,5,D06_invariant_transitions
2489,7,5,D08_neighborhood_stability
2489,10,18,D11_symmetry_breaking
2489,12,6,D13_composition
2489,14,6,D15_self_reference
2489,16,5,D17_repeatability
2489,17,8,D18_separability
2489,18,10,D19_boundary_formation
2489,19,5,D20_distance_structure
2490,1,6,D02_trajectory_convergence
2490,3,5,D04_recurrence
2490,4,5,D05_persistence
2490,5,30,D06_invariant_transitions
2490,7,5,D08_neighborhood_stability
2490,12,6,D13_composition
2490,14,6,D15_self_reference
2490,15,8,D16_scale_invariance
2490,17,8,D18_separability
2490,18,10,D19_boundary_formation
2490,19,5,D20_distance_structure
2491,1,8,D02_trajectory_convergence
2491,3,5,D04_recurrence
2491,4,5,D05_persistence
2491,7,5,D08_neighborhood_stability
2491,11,5,D12_closure
2491,12,6,D13_composition
2491,14,6,D15_self_reference
2491,15,8,D16_scale_invariance
2491,17,8,D18_separability
2491,18,10,D19_boundary_formation
2491,19,5,D20_distance_structure
2492,1,6,D02_trajectory_convergence
2492,3,5,D04_recurrence
2492,4,5,D05_persistence
2492,5,14,D06_invariant_transitions
2492,6,8,D07_forbidden_transitions
2492,12,6,D13_composition
2492,14,6,D15_self_reference
2492,15,8,D16_scale_invariance
2492,17,8,D18_separability
2492,18,10,D19_boundary_formation
2492,19,5,D20_distance_structure
2493,3,5,D04_recurrence
2493,4,32,D05_persistence
2493,5,5,D06_invariant_transitions
2493,7,5,D08_neighborhood_stability
2493,10,12,D11_symmetry_breaking
2493,11,5,D12_closure
2493,12,6,D13_composition
2493,14,6,D15_self_reference
2493,15,8,D16_scale_invariance
2493,16,5,D17_repeatability
2493,17,8,D18_separability
2494,1,6,D02_trajectory_convergence
2494,3,5,D04_recurrence
2494,4,5,D05_persistence
2494,5,45,D06_invariant_transitions
2494,7,5,D08_neighborhood_stability
2494,12,6,D13_composition
2494,14,6,D15_self_reference
2494,15,8,D16_scale_invariance
2494,17,8,D18_separability
2494,18,10,D19_boundary_formation
2494,19,5,D20_distance_structure
2495,1,6,D02_trajectory_convergence
2495,3,6,D04_recurrence
2495,5,33,D06_invariant_transitions
2495,12,9,D13_composition
2495,13,8,D14_hierarchy
2495,14,6,D15_self_reference
2495,17,8,D18_separability
2495,18,10,D19_boundary_formation
2495,19,5,D20_distance_structure
2496,1,6,D02_trajectory_convergence
2496,3,5,D04_recurrence
2496,4,5,D05_persistence
2496,5,11,D06_invariant_transitions
2496,6,8,D07_forbidden_transitions
2496,11,5,D12_closure
2496,12,6,D13_composition
2496,14,6,D15_self_reference
2496,15,8,D16_scale_invariance
2496,17,8,D18_separability
2496,18,10,D19_boundary_formation
2496,19,5,D20_distance_structure
2497,1,6,D02_trajectory_convergence
2497,3,5,D04_recurrence
2497,4,5,D05_persistence
2497,7,5,D08_neighborhood_stability
2497,12,6,D13_composition
2497,14,6,D15_self_reference
2497,15,8,D16_scale_invariance
2497,17,8,D18_separability
2497,18,10,D19_boundary_formation
2497,19,5,D20_distance_structure
2498,1,6,D02_trajectory_convergence
2498,3,5,D04_recurrence
2498,4,5,D05_persistence
2498,5,12,D06_invariant_transitions
2498,6,8,D07_forbidden_transitions
2498,12,6,D13_composition
2498,13,8,D14_hierarchy
2498,14,6,D15_self_reference
2498,15,8,D16_scale_invariance
2498,17,8,D18_separability
2498,18,10,D19_boundary_formation
2498,19,5,D20_distance_structure
2499,3,5,D04_recurrence
2499,4,33,D05_persistence
2499,5,5,D06_invariant_transitions
