universe_id,n_symbols,trajectory_length,final_state_size,emergence_index,distinction_score,persistence_score,composition_score,closure_score,arithmetic_score,geometry_score,dimension_score,distinction_transition,persistence_transition,composition_transition,closure_transition,arithmetic_transition,geometry_transition,dimension_transition
447,19,26,2,0.49615384615384617,1.0,1.0,0.0,0.9615384615384616,0.0,0.0,0.0,1,0,26,1,0,26,0
448,5,26,1,0.49615384615384617,1.0,1.0,0.0,0.9615384615384616,0.0,0.0,0.0,1,0,26,1,0,26,0
449,18,26,1,0.49230769230769234,0.5,1.0,0.0,0.9230769230769231,0.0,1.0,0.0,2,1,26,2,0,2,0
450,22,26,2,0.49230769230769234,0.5,1.0,0.0,0.9230769230769231,0.0,1.0,0.0,2,1,26,2,0,2,0
451,11,26,2,0.46712820512820513,0.3333333333333333,1.0,0.08,0.8846153846153846,0.0,1.0,0.0,3,2,1,3,0,3,0
452,21,26,3,0.49615384615384617,1.0,1.0,0.0,0.9615384615384616,0.0,0.0,0.0,1,0,26,1,0,26,0
453,16,26,2,0.4901153846153846,0.25,1.0,0.12,0.8461538461538461,0.25,1.0,0.0,4,3,1,4,2,4,0
454,17,26,3,0.3983076923076923,0.5,1.0,0.04,0.9230769230769231,0.0,0.0,0.0,2,1,1,2,0,26,0
455,23,26,1,0.4841153846153846,0.25,1.0,0.08,0.8461538461538461,0.25,1.0,0.0,4,3,1,4,3,4,0
456,11,26,2,0.4923076923075481,0.5,1.0,0.0,0.9230769230769231,0.0,0.9999999999985575,0.0,2,1,26,2,0,2,0
457,24,26,2,0.5046282051282052,0.3333333333333333,1.0,0.08,0.8846153846153846,0.25,1.0,0.0,3,2,1,3,1,3,0
458,13,26,1,0.5298076923075481,0.5,1.0,0.0,0.9230769230769231,0.25,0.9999999999985575,0.0,2,1,26,2,1,2,0
459,3,26,3,0.49615384615384617,1.0,1.0,0.0,0.9615384615384616,0.0,0.0,0.0,1,0,26,1,0,26,0
460,25,26,3,0.49830769230769234,0.5,1.0,0.04,0.9230769230769231,0.0,1.0,0.0,2,1,1,2,0,2,0
461,16,26,2,0.49615384615384617,1.0,1.0,0.0,0.9615384615384616,0.0,0.0,0.0,1,0,26,1,0,26,0
462,7,26,1,0.49615384615384617,1.0,1.0,0.0,0.9615384615384616,0.0,0.0,0.0,1,0,26,1,0,26,0
463,23,26,1,0.49615384615384617,1.0,1.0,0.0,0.9615384615384616,0.0,0.0,0.0,1,0,26,1,0,26,0
464,21,26,2,0.4901153846153846,0.25,1.0,0.12,0.8461538461538461,0.25,1.0,0.0,4,3,1,4,2,4,0
465,18,26,3,0.49830769230769234,0.5,1.0,0.04,0.9230769230769231,0.0,1.0,0.0,2,1,1,2,0,2,0
466,20,26,3,0.49830769230754807,0.5,1.0,0.04,0.9230769230769231,0.0,0.9999999999985575,0.0,2,1,1,2,0,2,0
467,16,26,1,0.4242568597063417,0.5714285714285714,0.2,0.04,0.7307692307692307,0.25,1.0,0.5339422234370435,7,26,1,7,2,7,0
468,15,26,1,0.5298076923076923,0.5,1.0,0.0,0.9230769230769231,0.25,1.0,0.0,2,1,26,2,1,2,0
469,13,26,2,0.49830769230754807,0.5,1.0,0.04,0.9230769230769231,0.0,0.9999999999985575,0.0,2,1,1,2,0,2,0
470,5,26,1,0.49615384615384617,1.0,1.0,0.0,0.9615384615384616,0.0,0.0,0.0,1,0,26,1,0,26,0
471,24,26,2,0.49830769230769234,0.5,1.0,0.04,0.9230769230769231,0.0,1.0,0.0,2,1,1,2,0,2,0
472,24,26,1,0.49615384615384617,1.0,1.0,0.0,0.9615384615384616,0.0,0.0,0.0,1,0,26,1,0,26,0
473,22,26,3,0.49830769230769234,0.5,1.0,0.04,0.9230769230769231,0.0,1.0,0.0,2,1,1,2,0,2,0
474,17,26,1,0.49615384615384617,1.0,1.0,0.0,0.9615384615384616,0.0,0.0,0.0,1,0,26,1,0,26,0
475,17,26,2,0.4923076923075481,0.5,1.0,0.0,0.9230769230769231,0.0,0.9999999999985575,0.0,2,1,26,2,0,2,0
476,19,26,3,0.49830769230769234,0.5,1.0,0.04,0.9230769230769231,0.0,1.0,0.0,2,1,1,2,0,2,0
477,19,26,3,0.49830769230769234,0.5,1.0,0.04,0.9230769230769231,0.0,1.0,0.0,2,1,1,2,0,2,0
478,19,26,3,0.39230769230769236,0.5,1.0,0.0,0.9230769230769231,0.0,0.0,0.0,2,1,26,2,0,26,0
479,18,26,1,0.4551282051282052,0.3333333333333333,1.0,0.0,0.8846153846153846,0.0,1.0,0.0,3,2,26,3,0,3,0
480,6,26,1,0.49615384615384617,1.0,1.0,0.0,0.9615384615384616,0.0,0.0,0.0,1,0,26,1,0,26,0
481,17,26,2,0.4822692307692308,0.2,1.0,0.16,0.8076923076923077,0.25,1.0,0.0,5,4,1,5,3,5,0
482,22,26,1,0.49615384615384617,1.0,1.0,0.0,0.9615384615384616,0.0,0.0,0.0,1,0,26,1,0,26,0
483,22,26,1,0.49615384615384617,1.0,1.0,0.0,0.9615384615384616,0.0,0.0,0.0,1,0,26,1,0,26,0
484,23,26,1,0.49230769230769234,0.5,1.0,0.0,0.9230769230769231,0.0,1.0,0.0,2,1,26,2,0,2,0
485,21,26,1,0.4923076923075481,0.5,1.0,0.0,0.9230769230769231,0.0,0.9999999999985575,0.0,2,1,26,2,0,2,0
486,13,26,1,0.49615384615384617,1.0,1.0,0.0,0.9615384615384616,0.0,0.0,0.0,1,0,26,1,0,26,0
487,6,26,2,0.49830769230754807,0.5,1.0,0.04,0.9230769230769231,0.0,0.9999999999985575,0.0,2,1,1,2,0,2,0
488,12,26,2,0.49830769230769234,0.5,1.0,0.04,0.9230769230769231,0.0,1.0,0.0,2,1,1,2,0,2,0
489,12,26,2,0.5823076923075481,1.0,0.2,1.0,0.9230769230769231,0.0,0.9999999999985575,0.0,2,26,1,2,0,2,0
490,8,26,3,0.46712820512820513,0.3333333333333333,1.0,0.08,0.8846153846153846,0.0,1.0,0.0,3,2,1,3,0,3,0
491,22,26,2,0.3677948717948718,0.6666666666666666,0.2,0.04,0.8846153846153846,0.0,1.0,0.0,3,26,1,3,0,3,0
492,22,26,1,0.49615384615384617,1.0,1.0,0.0,0.9615384615384616,0.0,0.0,0.0,1,0,26,1,0,26,0
493,7,26,3,0.4611282051282051,0.3333333333333333,1.0,0.04,0.8846153846153846,0.0,1.0,0.0,3,2,2,3,0,3,0
494,19,26,1,0.49615384615384617,1.0,1.0,0.0,0.9615384615384616,0.0,0.0,0.0,1,0,26,1,0,26,0
495,21,26,2,0.49615384615384617,1.0,1.0,0.0,0.9615384615384616,0.0,0.0,0.0,1,0,26,1,0,26,0
496,15,26,2,0.49830769230769234,0.5,1.0,0.04,0.9230769230769231,0.0,1.0,0.0,2,1,1,2,0,2,0
497,26,26,1,0.49615384615384617,1.0,1.0,0.0,0.9615384615384616,0.0,0.0,0.0,1,0,26,1,0,26,0
498,4,26,2,0.49830769230754807,0.5,1.0,0.04,0.9230769230769231,0.0,0.9999999999985575,0.0,2,1,1,2,0,2,0
499,18,26,2,0.49615384615384617,1.0,1.0,0.0,0.9615384615384616,0.0,0.0,0.0,1,0,26,1,0,26,0
500,6,26,3,0.5117948717948718,0.6666666666666666,0.2,1.0,0.8846153846153846,0.0,1.0,0.0,3,26,1,3,0,3,0
501,19,26,1,0.49230769230769234,0.5,1.0,0.0,0.9230769230769231,0.0,1.0,0.0,2,1,26,2,0,2,0
502,6,26,1,0.49615384615384617,1.0,1.0,0.0,0.9615384615384616,0.0,0.0,0.0,1,0,26,1,0,26,0
503,13,26,2,0.44661538461538464,0.25,1.0,0.08,0.8461538461538461,0.0,1.0,0.0,4,3,1,4,0,4,0
504,16,26,3,0.4611282051282051,0.3333333333333333,1.0,0.04,0.8846153846153846,0.0,1.0,0.0,3,2,1,3,0,3,0
505,9,26,2,0.49615384615384617,1.0,1.0,0.0,0.9615384615384616,0.0,0.0,0.0,1,0,26,1,0,26,0
506,21,26,1,0.4346153846153846,0.25,1.0,0.0,0.8461538461538461,0.0,1.0,0.0,4,3,26,4,0,4,0
507,8,26,1,0.49615384615384617,1.0,1.0,0.0,0.9615384615384616,0.0,0.0,0.0,1,0,26,1,0,26,0
508,19,26,2,0.49830769230754807,0.5,1.0,0.04,0.9230769230769231,0.0,0.9999999999985575,0.0,2,1,1,2,0,2,0
509,20,26,1,0.5361282051282051,0.3333333333333333,1.0,0.04,0.8846153846153846,0.5,1.0,0.0,3,2,1,3,1,3,0
510,14,26,1,0.49615384615384617,1.0,1.0,0.0,0.9615384615384616,0.0,0.0,0.0,1,0,26,1,0,26,0
511,12,26,2,0.49830769230769234,0.5,1.0,0.04,0.9230769230769231,0.0,1.0,0.0,2,1,1,2,0,2,0
512,6,26,2,0.49230769230769234,0.5,1.0,0.0,0.9230769230769231,0.0,1.0,0.0,2,1,26,2,0,2,0
513,14,26,1,0.49615384615384617,1.0,1.0,0.0,0.9615384615384616,0.0,0.0,0.0,1,0,26,1,0,26,0
514,26,26,2,0.4822692307692308,0.2,1.0,0.16,0.8076923076923077,0.25,1.0,0.0,5,4,1,5,3,5,0
515,7,26,1,0.49862820512820516,0.3333333333333333,1.0,0.04,0.8846153846153846,0.25,1.0,0.0,3,2,1,3,2,3,0
516,20,26,2,0.49615384615384617,1.0,1.0,0.0,0.9615384615384616,0.0,0.0,0.0,1,0,26,1,0,26,0
517,24,26,2,0.4923076923075481,0.5,1.0,0.0,0.9230769230769231,0.0,0.9999999999985575,0.0,2,1,26,2,0,2,0
518,19,26,2,0.46712820512820513,0.3333333333333333,1.0,0.08,0.8846153846153846,0.0,1.0,0.0,3,2,1,3,0,3,0
519,22,26,1,0.49615384615384617,1.0,1.0,0.0,0.9615384615384616,0.0,0.0,0.0,1,0,26,1,0,26,0
520,19,26,1,0.4923076923075481,0.5,1.0,0.0,0.9230769230769231,0.0,0.9999999999985575,0.0,2,1,26,2,0,2,0
521,21,26,3,0.5823076923076923,1.0,0.2,1.0,0.9230769230769231,0.0,1.0,0.0,2,26,1,2,0,2,0
522,18,26,1,0.4551282051282052,0.3333333333333333,1.0,0.0,0.8846153846153846,0.0,1.0,0.0,3,2,26,3,0,3,0
523,14,26,2,0.5358076923076923,0.5,1.0,0.04,0.9230769230769231,0.25,1.0,0.0,2,1,1,2,1,2,0
524,13,26,3,0.49830769230769234,0.5,1.0,0.04,0.9230769230769231,0.0,1.0,0.0,2,1,1,2,0,2,0
525,5,26,3,0.49830769230754807,0.5,1.0,0.04,0.9230769230769231,0.0,0.9999999999985575,0.0,2,1,1,2,0,2,0
526,16,26,2,0.49830769230754807,0.5,1.0,0.04,0.9230769230769231,0.0,0.9999999999985575,0.0,2,1,1,2,0,2,0
527,17,26,3,0.49830769230754807,0.5,1.0,0.04,0.9230769230769231,0.0,0.9999999999985575,0.0,2,1,1,2,0,2,0
528,22,26,1,0.4551282051282052,0.3333333333333333,1.0,0.0,0.8846153846153846,0.0,1.0,0.0,3,2,26,3,0,3,0
529,22,26,1,0.4841153846153846,0.25,1.0,0.08,0.8461538461538461,0.25,1.0,0.0,4,3,1,4,3,4,0
530,12,26,2,0.49830769230754807,0.5,1.0,0.04,0.9230769230769231,0.0,0.9999999999985575,0.0,2,1,1,2,0,2,0
531,17,26,1,0.49615384615384617,1.0,1.0,0.0,0.9615384615384616,0.0,0.0,0.0,1,0,26,1,0,26,0
532,17,26,1,0.5298076923076923,0.5,1.0,0.0,0.9230769230769231,0.25,1.0,0.0,2,1,26,2,1,2,0
533,25,26,1,0.4923076923075481,0.5,1.0,0.0,0.9230769230769231,0.0,0.9999999999985575,0.0,2,1,26,2,0,2,0
534,6,26,2,0.4923076923075481,0.5,1.0,0.0,0.9230769230769231,0.0,0.9999999999985575,0.0,2,1,26,2,0,2,0
535,10,26,2,0.49830769230769234,0.5,1.0,0.04,0.9230769230769231,0.0,1.0,0.0,2,1,1,2,0,2,0
536,20,26,1,0.49615384615384617,1.0,1.0,0.0,0.9615384615384616,0.0,0.0,0.0,1,0,26,1,0,26,0
537,14,26,1,0.49615384615384617,1.0,1.0,0.0,0.9615384615384616,0.0,0.0,0.0,1,0,26,1,0,26,0
538,9,26,2,0.49615384615384617,1.0,1.0,0.0,0.9615384615384616,0.0,0.0,0.0,1,0,26,1,0,26,0
539,21,26,1,0.49615384615384617,1.0,1.0,0.0,0.9615384615384616,0.0,0.0,0.0,1,0,26,1,0,26,0
540,19,26,1,0.5216153846153846,0.25,1.0,0.08,0.8461538461538461,0.5,1.0,0.0,4,3,1,4,1,4,0
541,10,26,3,0.49830769230754807,0.5,1.0,0.04,0.9230769230769231,0.0,0.9999999999985575,0.0,2,1,1,2,0,2,0
542,5,26,1,0.49615384615384617,1.0,1.0,0.0,0.9615384615384616,0.0,0.0,0.0,1,0,26,1,0,26,0
543,14,26,1,0.47211538461538466,0.25,1.0,0.0,0.8461538461538461,0.25,1.0,0.0,4,3,26,4,1,4,0
544,9,26,2,0.3617948717948718,0.6666666666666666,0.2,0.0,0.8846153846153846,0.0,1.0,0.0,3,26,26,3,0,3,0
545,19,26,2,0.45261538461538464,0.25,1.0,0.12,0.8461538461538461,0.0,1.0,0.0,4,3,1,4,0,4,0
546,7,26,1,0.49615384615384617,1.0,1.0,0.0,0.9615384615384616,0.0,0.0,0.0,1,0,26,1,0,26,0
547,24,26,3,0.46712820512820513,0.3333333333333333,1.0,0.08,0.8846153846153846,0.0,1.0,0.0,3,2,1,3,0,3,0
548,11,26,1,0.4582692307692308,0.2,1.0,0.0,0.8076923076923077,0.25,1.0,0.0,5,4,26,5,2,5,0
549,19,26,1,0.4923076923075481,0.5,1.0,0.0,0.9230769230769231,0.0,0.9999999999985575,0.0,2,1,26,2,0,2,0
550,8,26,2,0.5117948717948718,0.6666666666666666,0.2,1.0,0.8846153846153846,0.0,1.0,0.0,3,26,1,3,0,3,0
551,8,26,2,0.49830769230769234,0.5,1.0,0.04,0.9230769230769231,0.0,1.0,0.0,2,1,1,2,0,2,0
552,13,26,3,0.5823076923076923,1.0,0.2,1.0,0.9230769230769231,0.0,1.0,0.0,2,26,1,2,0,2,0
553,12,26,3,0.49830769230769234,0.5,1.0,0.04,0.9230769230769231,0.0,1.0,0.0,2,1,1,2,0,2,0
554,16,26,1,0.49615384615384617,1.0,1.0,0.0,0.9615384615384616,0.0,0.0,0.0,1,0,26,1,0,26,0
555,18,26,3,0.3983076923076923,0.5,1.0,0.04,0.9230769230769231,0.0,0.0,0.0,2,1,1,2,0,26,0
556,24,26,1,0.49862820512820516,0.3333333333333333,1.0,0.04,0.8846153846153846,0.25,1.0,0.0,3,2,1,3,2,3,0
557,8,26,3,0.46712820512820513,0.3333333333333333,1.0,0.08,0.8846153846153846,0.0,1.0,0.0,3,2,1,3,0,3,0
558,21,26,1,0.5298076923075481,0.5,1.0,0.0,0.9230769230769231,0.25,0.9999999999985575,0.0,2,1,26,2,1,2,0
559,10,26,2,0.49830769230769234,0.5,1.0,0.04,0.9230769230769231,0.0,1.0,0.0,2,1,1,2,0,2,0
560,18,26,3,0.49830769230769234,0.5,1.0,0.04,0.9230769230769231,0.0,1.0,0.0,2,1,1,2,0,2,0
561,21,26,2,0.49830769230769234,0.5,1.0,0.04,0.9230769230769231,0.0,1.0,0.0,2,1,1,2,0,2,0
562,22,26,2,0.4710897435897436,0.3333333333333333,0.2,1.0,0.7692307692307693,0.25,1.0,0.0,6,26,1,6,2,6,0
563,8,26,3,0.4387692307692308,0.2,1.0,0.12,0.8076923076923077,0.0,1.0,0.0,5,4,1,5,0,5,0
564,22,26,2,0.47811538461538466,0.25,1.0,0.04,0.8461538461538461,0.25,1.0,0.0,4,3,1,4,1,4,0
565,22,26,1,0.4346153846153846,0.25,1.0,0.0,0.8461538461538461,0.0,1.0,0.0,4,3,26,4,0,4,0
566,15,26,1,0.49615384615384617,1.0,1.0,0.0,0.9615384615384616,0.0,0.0,0.0,1,0,26,1,0,26,0
567,10,26,1,0.49615384615384617,1.0,1.0,0.0,0.9615384615384616,0.0,0.0,0.0,1,0,26,1,0,26,0
568,12,26,1,0.4551282051282052,0.3333333333333333,1.0,0.0,0.8846153846153846,0.0,1.0,0.0,3,2,26,3,0,3,0
569,17,26,3,0.49615384615384617,1.0,1.0,0.0,0.9615384615384616,0.0,0.0,0.0,1,0,26,1,0,26,0
570,18,26,2,0.5823076923075481,1.0,0.2,1.0,0.9230769230769231,0.0,0.9999999999985575,0.0,2,26,1,2,0,2,0
571,7,26,2,0.4551282051282052,0.3333333333333333,1.0,0.0,0.8846153846153846,0.0,1.0,0.0,3,2,26,3,0,3,0
572,22,26,1,0.4597564102564103,0.16666666666666666,1.0,0.08,0.7692307692307693,0.25,1.0,0.0,6,5,1,6,3,6,0
573,23,26,1,0.4923076923075481,0.5,1.0,0.0,0.9230769230769231,0.0,0.9999999999985575,0.0,2,1,26,2,0,2,0
574,8,26,3,0.49830769230769234,0.5,1.0,0.04,0.9230769230769231,0.0,1.0,0.0,2,1,1,2,0,2,0
575,21,26,1,0.5298076923075481,0.5,1.0,0.0,0.9230769230769231,0.25,0.9999999999985575,0.0,2,1,26,2,1,2,0
576,9,26,3,0.49830769230754807,0.5,1.0,0.04,0.9230769230769231,0.0,0.9999999999985575,0.0,2,1,1,2,0,2,0
577,23,26,1,0.49262820512820515,0.3333333333333333,1.0,0.0,0.8846153846153846,0.25,1.0,0.0,3,2,26,3,2,3,0
578,22,26,2,0.49230769230769234,0.5,1.0,0.0,0.9230769230769231,0.0,1.0,0.0,2,1,26,2,0,2,0
579,23,26,1,0.49862820512820516,0.3333333333333333,1.0,0.04,0.8846153846153846,0.25,1.0,0.0,3,2,1,3,2,3,0
580,25,26,1,0.49615384615384617,1.0,1.0,0.0,0.9615384615384616,0.0,0.0,0.0,1,0,26,1,0,26,0
581,7,26,2,0.49615384615384617,1.0,1.0,0.0,0.9615384615384616,0.0,0.0,0.0,1,0,26,1,0,26,0
582,16,26,1,0.4841153846153846,0.25,1.0,0.08,0.8461538461538461,0.25,1.0,0.0,4,3,1,4,3,4,0
583,5,26,2,0.49230769230769234,0.5,1.0,0.0,0.9230769230769231,0.0,1.0,0.0,2,1,26,2,0,2,0
584,20,26,2,0.49830769230754807,0.5,1.0,0.04,0.9230769230769231,0.0,0.9999999999985575,0.0,2,1,1,2,0,2,0
585,12,26,1,0.49615384615384617,1.0,1.0,0.0,0.9615384615384616,0.0,0.0,0.0,1,0,26,1,0,26,0
586,24,26,2,0.49830769230754807,0.5,1.0,0.04,0.9230769230769231,0.0,0.9999999999985575,0.0,2,1,1,2,0,2,0
587,21,26,3,0.49830769230769234,0.5,1.0,0.04,0.9230769230769231,0.0,1.0,0.0,2,1,1,2,0,2,0
588,25,26,2,0.5492948717948718,0.6666666666666666,0.2,1.0,0.8846153846153846,0.25,1.0,0.0,3,26,1,3,1,3,0
589,13,26,1,0.49615384615384617,1.0,1.0,0.0,0.9615384615384616,0.0,0.0,0.0,1,0,26,1,0,26,0
590,4,26,3,0.49615384615384617,1.0,1.0,0.0,0.9615384615384616,0.0,0.0,0.0,1,0,26,1,0,26,0
591,8,26,3,0.5823076923076923,1.0,0.2,1.0,0.9230769230769231,0.0,1.0,0.0,2,26,1,2,0,2,0
592,13,26,3,0.46712820512820513,0.3333333333333333,1.0,0.08,0.8846153846153846,0.0,1.0,0.0,3,2,1,3,0,3,0
593,19,26,1,0.49230769230769234,0.5,1.0,0.0,0.9230769230769231,0.0,1.0,0.0,2,1,26,2,0,2,0
594,19,26,2,0.49830769230769234,0.5,1.0,0.04,0.9230769230769231,0.0,1.0,0.0,2,1,1,2,0,2,0
595,10,26,2,0.46712820512820513,0.3333333333333333,1.0,0.08,0.8846153846153846,0.0,1.0,0.0,3,2,1,3,0,3,0
596,19,26,1,0.49262820512820515,0.3333333333333333,1.0,0.0,0.8846153846153846,0.25,1.0,0.0,3,2,26,3,2,3,0
597,24,26,1,0.49615384615384617,1.0,1.0,0.0,0.9615384615384616,0.0,0.0,0.0,1,0,26,1,0,26,0
598,19,26,2,0.4762692307692308,0.2,1.0,0.12,0.8076923076923077,0.25,1.0,0.0,5,4,1,5,1,5,0
599,6,26,2,0.49830769230769234,0.5,1.0,0.04,0.9230769230769231,0.0,1.0,0.0,2,1,1,2,0,2,0
600,18,26,1,0.49615384615384617,1.0,1.0,0.0,0.9615384615384616,0.0,0.0,0.0,1,0,26,1,0,26,0
601,22,26,1,0.5298076923075481,0.5,1.0,0.0,0.9230769230769231,0.25,0.9999999999985575,0.0,2,1,26,2,1,2,0
602,12,26,2,0.4923076923075481,0.5,1.0,0.0,0.9230769230769231,0.0,0.9999999999985575,0.0,2,1,26,2,0,2,0
603,16,26,3,0.49830769230754807,0.5,1.0,0.04,0.9230769230769231,0.0,0.9999999999985575,0.0,2,1,1,2,0,2,0
604,15,26,1,0.49615384615384617,1.0,1.0,0.0,0.9615384615384616,0.0,0.0,0.0,1,0,26,1,0,26,0
605,26,26,2,0.5298076923075481,0.5,1.0,0.0,0.9230769230769231,0.25,0.9999999999985575,0.0,2,1,26,2,1,2,0
606,11,26,2,0.49830769230754807,0.5,1.0,0.04,0.9230769230769231,0.0,0.9999999999985575,0.0,2,1,1,2,0,2,0
607,21,26,3,0.46712820512820513,0.3333333333333333,1.0,0.08,0.8846153846153846,0.0,1.0,0.0,3,2,1,3,0,3,0
608,12,26,1,0.3390897435897436,0.3333333333333333,0.2,0.12,0.7692307692307693,0.25,1.0,0.0,6,26,1,6,4,6,0
609,6,26,3,0.49830769230769234,0.5,1.0,0.04,0.9230769230769231,0.0,1.0,0.0,2,1,1,2,0,2,0
610,9,26,1,0.49615384615384617,1.0,1.0,0.0,0.9615384615384616,0.0,0.0,0.0,1,0,26,1,0,26,0
611,25,26,1,0.5216153846153846,0.25,1.0,0.08,0.8461538461538461,0.5,1.0,0.0,4,3,1,4,1,4,0
612,17,26,2,0.44661538461538464,0.25,1.0,0.08,0.8461538461538461,0.0,1.0,0.0,4,3,1,4,0,4,0
613,20,26,1,0.5216153846153846,0.25,1.0,0.08,0.8461538461538461,0.5,1.0,0.0,4,3,1,4,2,4,0
614,13,26,2,0.49830769230754807,0.5,1.0,0.04,0.9230769230769231,0.0,0.9999999999985575,0.0,2,1,1,2,0,2,0
615,9,26,2,0.5046282051282052,0.3333333333333333,1.0,0.08,0.8846153846153846,0.25,1.0,0.0,3,2,1,3,1,3,0
616,25,26,1,0.3877692307692308,0.4,0.2,0.08,0.8076923076923077,0.5,1.0,0.0,5,26,1,5,1,5,0
617,22,26,1,0.536042573992056,0.14285714285714285,1.0,0.04,0.7307692307692307,0.5,1.0,0.5339422234370435,7,6,1,7,1,7,0
618,20,26,1,0.4551282051282052,0.3333333333333333,1.0,0.0,0.8846153846153846,0.0,1.0,0.0,3,2,26,3,0,3,0
619,22,26,1,0.43230769230769234,1.0,0.2,0.0,0.9230769230769231,0.0,1.0,0.0,2,26,26,2,0,2,0
620,6,26,1,0.4551282051280231,0.3333333333333333,1.0,0.0,0.8846153846153846,0.0,0.9999999999981798,0.0,3,2,26,3,0,3,0
621,22,26,3,0.49615384615384617,1.0,1.0,0.0,0.9615384615384616,0.0,0.0,0.0,1,0,26,1,0,26,0
622,12,26,2,0.49230769230769234,0.5,1.0,0.0,0.9230769230769231,0.0,1.0,0.0,2,1,26,2,0,2,0
623,18,26,2,0.4901153846153846,0.25,1.0,0.12,0.8461538461538461,0.25,1.0,0.0,4,3,1,4,3,4,0
624,18,26,1,0.4923076923075481,0.5,1.0,0.0,0.9230769230769231,0.0,0.9999999999985575,0.0,2,1,26,2,0,2,0
625,7,26,1,0.49615384615384617,1.0,1.0,0.0,0.9615384615384616,0.0,0.0,0.0,1,0,26,1,0,26,0
626,12,26,1,0.5298076923076923,0.5,1.0,0.0,0.9230769230769231,0.25,1.0,0.0,2,1,26,2,1,2,0
627,12,26,1,0.4551282051282052,0.3333333333333333,1.0,0.0,0.8846153846153846,0.0,1.0,0.0,3,2,26,3,0,3,0
628,13,26,1,0.4923076923075481,0.5,1.0,0.0,0.9230769230769231,0.0,0.9999999999985575,0.0,2,1,26,2,0,2,0
629,20,26,1,0.47811538461520264,0.25,1.0,0.04,0.8461538461538461,0.25,0.9999999999981798,0.0,4,3,1,4,3,4,0
630,20,26,1,0.49615384615384617,1.0,1.0,0.0,0.9615384615384616,0.0,0.0,0.0,1,0,26,1,0,26,0
631,22,26,2,0.49615384615384617,1.0,1.0,0.0,0.9615384615384616,0.0,0.0,0.0,1,0,26,1,0,26,0
632,20,26,3,0.49830769230769234,0.5,1.0,0.04,0.9230769230769231,0.0,1.0,0.0,2,1,1,2,0,2,0
633,20,26,1,0.49615384615384617,1.0,1.0,0.0,0.9615384615384616,0.0,0.0,0.0,1,0,26,1,0,26,0
634,22,26,1,0.49615384615384617,1.0,1.0,0.0,0.9615384615384616,0.0,0.0,0.0,1,0,26,1,0,26,0
635,21,26,1,0.49615384615384617,1.0,1.0,0.0,0.9615384615384616,0.0,0.0,0.0,1,0,26,1,0,26,0
636,20,26,1,0.49615384615384617,1.0,1.0,0.0,0.9615384615384616,0.0,0.0,0.0,1,0,26,1,0,26,0
637,21,26,3,0.49830769230754807,0.5,1.0,0.04,0.9230769230769231,0.0,0.9999999999985575,0.0,2,1,1,2,0,2,0
638,12,26,1,0.4551282051282052,0.3333333333333333,1.0,0.0,0.8846153846153846,0.0,1.0,0.0,3,2,26,3,0,3,0
639,20,26,1,0.49615384615384617,1.0,1.0,0.0,0.9615384615384616,0.0,0.0,0.0,1,0,26,1,0,26,0
640,22,26,2,0.49615384615384617,1.0,1.0,0.0,0.9615384615384616,0.0,0.0,0.0,1,0,26,1,0,26,0
641,17,26,2,0.5046282051282052,0.3333333333333333,1.0,0.08,0.8846153846153846,0.25,1.0,0.0,3,2,1,3,1,3,0
642,19,26,1,0.5419325229951137,0.1,1.0,0.16,0.6153846153846154,0.5,1.0,0.6139406145665214,10,9,1,10,4,10,0
643,8,26,1,0.49230769230769234,0.5,1.0,0.0,0.9230769230769231,0.0,1.0,0.0,2,1,26,2,0,2,0
644,21,26,1,0.41211538461538466,0.75,0.2,0.0,0.8461538461538461,0.25,1.0,0.0,4,26,26,4,1,4,0
645,7,26,2,0.45261538461538464,0.25,1.0,0.12,0.8461538461538461,0.0,1.0,0.0,4,3,1,4,0,4,0
646,7,26,2,0.4923076923075481,0.5,1.0,0.0,0.9230769230769231,0.0,0.9999999999985575,0.0,2,1,26,2,0,2,0
647,19,26,1,0.4923076923075481,0.5,1.0,0.0,0.9230769230769231,0.0,0.9999999999985575,0.0,2,1,26,2,0,2,0
648,9,26,3,0.4671282051280231,0.3333333333333333,1.0,0.08,0.8846153846153846,0.0,0.9999999999981798,0.0,3,2,1,3,0,3,0
649,22,26,3,0.4611282051282051,0.3333333333333333,1.0,0.04,0.8846153846153846,0.0,1.0,0.0,3,2,1,3,0,3,0
650,18,26,1,0.4923076923075481,0.5,1.0,0.0,0.9230769230769231,0.0,0.9999999999985575,0.0,2,1,26,2,0,2,0
651,14,26,3,0.49230769230769234,0.5,1.0,0.0,0.9230769230769231,0.0,1.0,0.0,2,1,26,2,0,2,0
652,19,26,1,0.49615384615384617,1.0,1.0,0.0,0.9615384615384616,0.0,0.0,0.0,1,0,26,1,0,26,0
653,9,26,3,0.49615384615384617,1.0,1.0,0.0,0.9615384615384616,0.0,0.0,0.0,1,0,26,1,0,26,0
654,3,26,1,0.49615384615384617,1.0,1.0,0.0,0.9615384615384616,0.0,0.0,0.0,1,0,26,1,0,26,0
655,17,26,2,0.49615384615384617,1.0,1.0,0.0,0.9615384615384616,0.0,0.0,0.0,1,0,26,1,0,26,0
656,6,26,2,0.49230769230769234,0.5,1.0,0.0,0.9230769230769231,0.0,1.0,0.0,2,1,26,2,0,2,0
