universe_id,property,score,transition_depth
316,distinction,1.0,2.0
316,persistence,0.2,26.0
316,composition,1.0,1.0
316,closure,0.9230769230769231,2.0
316,arithmetic,0.0,0.0
316,geometry,0.9999999999985575,2.0
316,dimension,0.0,0.0
317,distinction,0.5,2.0
317,persistence,1.0,1.0
317,composition,0.04,1.0
317,closure,0.9230769230769231,2.0
317,arithmetic,0.0,0.0
317,geometry,1.0,2.0
317,dimension,0.0,0.0
318,distinction,0.6666666666666666,3.0
318,persistence,0.2,26.0
318,composition,0.04,1.0
318,closure,0.8846153846153846,3.0
318,arithmetic,0.0,0.0
318,geometry,1.0,3.0
318,dimension,0.0,0.0
319,distinction,1.0,1.0
319,persistence,1.0,0.0
319,composition,0.0,26.0
319,closure,0.9615384615384616,1.0
319,arithmetic,0.0,0.0
319,geometry,0.0,26.0
319,dimension,0.0,0.0
320,distinction,0.5,2.0
320,persistence,1.0,1.0
320,composition,0.0,26.0
320,closure,0.9230769230769231,2.0
320,arithmetic,0.0,0.0
320,geometry,1.0,2.0
320,dimension,0.0,0.0
321,distinction,1.0,1.0
321,persistence,1.0,0.0
321,composition,0.0,26.0
321,closure,0.9615384615384616,1.0
321,arithmetic,0.0,0.0
321,geometry,0.0,26.0
321,dimension,0.0,0.0
322,distinction,0.5,2.0
322,persistence,1.0,1.0
322,composition,0.0,26.0
322,closure,0.9230769230769231,2.0
322,arithmetic,0.0,0.0
322,geometry,1.0,2.0
322,dimension,0.0,0.0
323,distinction,0.5,2.0
323,persistence,1.0,1.0
323,composition,0.0,26.0
323,closure,0.9230769230769231,2.0
323,arithmetic,0.0,0.0
323,geometry,0.9999999999985575,2.0
323,dimension,0.0,0.0
324,distinction,1.0,1.0
324,persistence,1.0,0.0
324,composition,0.0,26.0
324,closure,0.9615384615384616,1.0
324,arithmetic,0.0,0.0
324,geometry,0.0,26.0
324,dimension,0.0,0.0
325,distinction,1.0,1.0
325,persistence,1.0,0.0
325,composition,0.0,26.0
325,closure,0.9615384615384616,1.0
325,arithmetic,0.0,0.0
325,geometry,0.0,26.0
325,dimension,0.0,0.0
326,distinction,0.3333333333333333,3.0
326,persistence,1.0,2.0
326,composition,0.0,26.0
326,closure,0.8846153846153846,3.0
326,arithmetic,0.25,2.0
326,geometry,1.0,3.0
326,dimension,0.0,0.0
327,distinction,1.0,1.0
327,persistence,1.0,0.0
327,composition,0.0,26.0
327,closure,0.9615384615384616,1.0
327,arithmetic,0.0,0.0
327,geometry,0.0,26.0
327,dimension,0.0,0.0
328,distinction,1.0,1.0
328,persistence,1.0,0.0
328,composition,0.0,26.0
328,closure,0.9615384615384616,1.0
328,arithmetic,0.0,0.0
328,geometry,0.0,26.0
328,dimension,0.0,0.0
329,distinction,0.5,2.0
329,persistence,1.0,1.0
329,composition,0.04,1.0
329,closure,0.9230769230769231,2.0
329,arithmetic,0.0,0.0
329,geometry,1.0,2.0
329,dimension,0.0,0.0
330,distinction,0.5,2.0
330,persistence,1.0,1.0
330,composition,0.0,26.0
330,closure,0.9230769230769231,2.0
330,arithmetic,0.0,0.0
330,geometry,1.0,2.0
330,dimension,0.0,0.0
331,distinction,1.0,1.0
331,persistence,1.0,0.0
331,composition,0.0,26.0
331,closure,0.9615384615384616,1.0
331,arithmetic,0.0,0.0
331,geometry,0.0,26.0
331,dimension,0.0,0.0
332,distinction,1.0,1.0
332,persistence,1.0,0.0
332,composition,0.0,26.0
332,closure,0.9615384615384616,1.0
332,arithmetic,0.0,0.0
332,geometry,0.0,26.0
332,dimension,0.0,0.0
333,distinction,0.3333333333333333,3.0
333,persistence,1.0,2.0
333,composition,0.0,26.0
333,closure,0.8846153846153846,3.0
333,arithmetic,0.0,0.0
333,geometry,1.0,3.0
333,dimension,0.0,0.0
334,distinction,1.0,1.0
334,persistence,1.0,0.0
334,composition,0.0,26.0
334,closure,0.9615384615384616,1.0
334,arithmetic,0.0,0.0
334,geometry,0.0,26.0
334,dimension,0.0,0.0
335,distinction,0.18181818181818182,11.0
335,persistence,0.2,26.0
335,composition,0.24,1.0
335,closure,0.5769230769230769,11.0
335,arithmetic,0.5,3.0
335,geometry,1.0,11.0
335,dimension,0.6371694495657575,0.0
336,distinction,1.0,1.0
336,persistence,1.0,0.0
336,composition,0.0,26.0
336,closure,0.9615384615384616,1.0
336,arithmetic,0.0,0.0
336,geometry,0.0,26.0
336,dimension,0.0,0.0
337,distinction,0.3333333333333333,3.0
337,persistence,1.0,2.0
337,composition,0.0,26.0
337,closure,0.8846153846153846,3.0
337,arithmetic,0.0,0.0
337,geometry,1.0,3.0
337,dimension,0.0,0.0
338,distinction,1.0,1.0
338,persistence,1.0,0.0
338,composition,0.0,26.0
338,closure,0.9615384615384616,1.0
338,arithmetic,0.0,0.0
338,geometry,0.0,26.0
338,dimension,0.0,0.0
339,distinction,0.5,2.0
339,persistence,1.0,1.0
339,composition,0.04,1.0
339,closure,0.9230769230769231,2.0
339,arithmetic,0.0,0.0
339,geometry,1.0,2.0
339,dimension,0.0,0.0
340,distinction,0.3333333333333333,3.0
340,persistence,1.0,2.0
340,composition,0.0,26.0
340,closure,0.8846153846153846,3.0
340,arithmetic,0.0,0.0
340,geometry,1.0,3.0
340,dimension,0.0,0.0
341,distinction,0.5,2.0
341,persistence,1.0,1.0
341,composition,0.0,26.0
341,closure,0.9230769230769231,2.0
341,arithmetic,0.0,0.0
341,geometry,0.9999999999985575,2.0
341,dimension,0.0,0.0
342,distinction,0.5,2.0
342,persistence,1.0,1.0
342,composition,0.0,26.0
342,closure,0.9230769230769231,2.0
342,arithmetic,0.0,0.0
342,geometry,1.0,2.0
342,dimension,0.0,0.0
343,distinction,0.5,2.0
343,persistence,1.0,1.0
343,composition,0.04,1.0
343,closure,0.9230769230769231,2.0
343,arithmetic,0.0,0.0
343,geometry,0.9999999999985575,2.0
343,dimension,0.0,0.0
344,distinction,0.5,2.0
344,persistence,1.0,1.0
344,composition,0.04,1.0
344,closure,0.9230769230769231,2.0
344,arithmetic,0.0,0.0
344,geometry,1.0,2.0
344,dimension,0.0,0.0
345,distinction,1.0,1.0
345,persistence,1.0,0.0
345,composition,0.0,26.0
345,closure,0.9615384615384616,1.0
345,arithmetic,0.0,0.0
345,geometry,0.0,26.0
345,dimension,0.0,0.0
346,distinction,1.0,1.0
346,persistence,1.0,0.0
346,composition,0.0,26.0
346,closure,0.9615384615384616,1.0
346,arithmetic,0.0,0.0
346,geometry,0.0,26.0
346,dimension,0.0,0.0
347,distinction,0.5,2.0
347,persistence,1.0,1.0
347,composition,0.04,1.0
347,closure,0.9230769230769231,2.0
347,arithmetic,0.0,0.0
347,geometry,0.9999999999985575,2.0
347,dimension,0.0,0.0
348,distinction,1.0,1.0
348,persistence,1.0,0.0
348,composition,0.0,26.0
348,closure,0.9615384615384616,1.0
348,arithmetic,0.0,0.0
348,geometry,0.0,26.0
348,dimension,0.0,0.0
349,distinction,0.25,4.0
349,persistence,1.0,3.0
349,composition,0.12,1.0
349,closure,0.8461538461538461,4.0
349,arithmetic,0.0,0.0
349,geometry,1.0,4.0
349,dimension,0.0,0.0
350,distinction,0.5,4.0
350,persistence,0.2,26.0
350,composition,1.0,1.0
350,closure,0.8461538461538461,4.0
350,arithmetic,0.25,1.0
350,geometry,1.0,4.0
350,dimension,0.0,0.0
351,distinction,0.5,2.0
351,persistence,1.0,1.0
351,composition,0.04,1.0
351,closure,0.9230769230769231,2.0
351,arithmetic,0.0,0.0
351,geometry,1.0,2.0
351,dimension,0.0,0.0
352,distinction,0.5,2.0
352,persistence,1.0,1.0
352,composition,0.04,1.0
352,closure,0.9230769230769231,2.0
352,arithmetic,0.0,0.0
352,geometry,1.0,2.0
352,dimension,0.0,0.0
353,distinction,0.3333333333333333,3.0
353,persistence,1.0,2.0
353,composition,0.04,1.0
353,closure,0.8846153846153846,3.0
353,arithmetic,0.0,0.0
353,geometry,1.0,3.0
353,dimension,0.0,0.0
354,distinction,0.5,2.0
354,persistence,1.0,1.0
354,composition,0.0,26.0
354,closure,0.9230769230769231,2.0
354,arithmetic,0.25,1.0
354,geometry,1.0,2.0
354,dimension,0.0,0.0
355,distinction,0.5,2.0
355,persistence,1.0,1.0
355,composition,0.0,26.0
355,closure,0.9230769230769231,2.0
355,arithmetic,0.0,0.0
355,geometry,0.9999999999985575,2.0
355,dimension,0.0,0.0
356,distinction,1.0,1.0
356,persistence,1.0,0.0
356,composition,0.0,26.0
356,closure,0.9615384615384616,1.0
356,arithmetic,0.0,0.0
356,geometry,0.0,26.0
356,dimension,0.0,0.0
357,distinction,0.5,2.0
357,persistence,1.0,1.0
357,composition,0.0,26.0
357,closure,0.9230769230769231,2.0
357,arithmetic,0.0,0.0
357,geometry,1.0,2.0
357,dimension,0.0,0.0
358,distinction,0.5,2.0
358,persistence,1.0,1.0
358,composition,0.04,1.0
358,closure,0.9230769230769231,2.0
358,arithmetic,0.0,0.0
358,geometry,1.0,2.0
358,dimension,0.0,0.0
359,distinction,0.5,2.0
359,persistence,1.0,1.0
359,composition,0.0,26.0
359,closure,0.9230769230769231,2.0
359,arithmetic,0.0,0.0
359,geometry,0.9999999999985575,2.0
359,dimension,0.0,0.0
360,distinction,1.0,1.0
360,persistence,1.0,0.0
360,composition,0.0,26.0
360,closure,0.9615384615384616,1.0
360,arithmetic,0.0,0.0
360,geometry,0.0,26.0
360,dimension,0.0,0.0
361,distinction,0.3333333333333333,3.0
361,persistence,1.0,2.0
361,composition,0.04,1.0
361,closure,0.8846153846153846,3.0
361,arithmetic,0.0,0.0
361,geometry,1.0,3.0
361,dimension,0.0,0.0
362,distinction,0.5,2.0
362,persistence,1.0,1.0
362,composition,0.04,1.0
362,closure,0.9230769230769231,2.0
362,arithmetic,0.0,0.0
362,geometry,1.0,2.0
362,dimension,0.0,0.0
363,distinction,0.75,4.0
363,persistence,0.2,26.0
363,composition,1.0,1.0
363,closure,0.8461538461538461,4.0
363,arithmetic,0.0,0.0
363,geometry,1.0,4.0
363,dimension,0.0,0.0
364,distinction,0.125,8.0
364,persistence,1.0,7.0
364,composition,0.24,1.0
364,closure,0.6923076923076923,8.0
364,arithmetic,0.25,3.0
364,geometry,1.0,8.0
364,dimension,0.5628042325385353,0.0
365,distinction,1.0,1.0
365,persistence,1.0,0.0
365,composition,0.0,26.0
365,closure,0.9615384615384616,1.0
365,arithmetic,0.0,0.0
365,geometry,0.0,26.0
365,dimension,0.0,0.0
366,distinction,0.25,4.0
366,persistence,1.0,3.0
366,composition,0.04,1.0
366,closure,0.8461538461538461,4.0
366,arithmetic,0.25,2.0
366,geometry,1.0,4.0
366,dimension,0.0,0.0
367,distinction,0.6666666666666666,3.0
367,persistence,0.2,26.0
367,composition,1.0,1.0
367,closure,0.8846153846153846,3.0
367,arithmetic,0.0,0.0
367,geometry,1.0,3.0
367,dimension,0.0,0.0
368,distinction,0.5,2.0
368,persistence,1.0,1.0
368,composition,0.0,26.0
368,closure,0.9230769230769231,2.0
368,arithmetic,0.0,0.0
368,geometry,0.9999999999985575,2.0
368,dimension,0.0,0.0
369,distinction,1.0,2.0
369,persistence,0.2,26.0
369,composition,1.0,1.0
369,closure,0.9230769230769231,2.0
369,arithmetic,0.0,0.0
369,geometry,0.9999999999985575,2.0
369,dimension,0.0,0.0
370,distinction,1.0,1.0
370,persistence,1.0,0.0
370,composition,0.0,26.0
370,closure,0.9615384615384616,1.0
370,arithmetic,0.0,0.0
370,geometry,0.0,26.0
370,dimension,0.0,0.0
371,distinction,0.5,2.0
371,persistence,1.0,1.0
371,composition,0.04,1.0
371,closure,0.9230769230769231,2.0
371,arithmetic,0.0,0.0
371,geometry,1.0,2.0
371,dimension,0.0,0.0
372,distinction,0.3333333333333333,6.0
372,persistence,0.2,26.0
372,composition,0.08,1.0
372,closure,0.7692307692307693,6.0
372,arithmetic,0.5,2.0
372,geometry,1.0,6.0
372,dimension,0.0,0.0
373,distinction,0.16666666666666666,6.0
373,persistence,1.0,5.0
373,composition,0.04,2.0
373,closure,0.7692307692307693,6.0
373,arithmetic,0.5,2.0
373,geometry,1.0,6.0
373,dimension,0.0,0.0
374,distinction,1.0,1.0
374,persistence,1.0,0.0
374,composition,0.0,26.0
374,closure,0.9615384615384616,1.0
374,arithmetic,0.0,0.0
374,geometry,0.0,26.0
374,dimension,0.0,0.0
375,distinction,1.0,1.0
375,persistence,1.0,0.0
375,composition,0.0,26.0
375,closure,0.9615384615384616,1.0
375,arithmetic,0.0,0.0
375,geometry,0.0,26.0
375,dimension,0.0,0.0
376,distinction,1.0,1.0
376,persistence,1.0,0.0
376,composition,0.0,26.0
376,closure,0.9615384615384616,1.0
376,arithmetic,0.0,0.0
376,geometry,0.0,26.0
376,dimension,0.0,0.0
377,distinction,0.3333333333333333,3.0
377,persistence,1.0,2.0
377,composition,0.04,1.0
377,closure,0.8846153846153846,3.0
377,arithmetic,0.0,0.0
377,geometry,1.0,3.0
377,dimension,0.0,0.0
378,distinction,1.0,1.0
378,persistence,1.0,0.0
378,composition,0.0,26.0
378,closure,0.9615384615384616,1.0
378,arithmetic,0.0,0.0
378,geometry,0.0,26.0
378,dimension,0.0,0.0
379,distinction,0.5,2.0
379,persistence,1.0,1.0
379,composition,0.0,26.0
379,closure,0.9230769230769231,2.0
379,arithmetic,0.0,0.0
379,geometry,1.0,2.0
379,dimension,0.0,0.0
380,distinction,0.5,2.0
380,persistence,1.0,1.0
380,composition,0.04,1.0
380,closure,0.9230769230769231,2.0
380,arithmetic,0.0,0.0
380,geometry,1.0,2.0
380,dimension,0.0,0.0
381,distinction,1.0,1.0
381,persistence,1.0,0.0
381,composition,0.0,26.0
381,closure,0.9615384615384616,1.0
381,arithmetic,0.0,0.0
381,geometry,0.0,26.0
381,dimension,0.0,0.0
382,distinction,1.0,1.0
382,persistence,1.0,0.0
382,composition,0.0,26.0
382,closure,0.9615384615384616,1.0
382,arithmetic,0.0,0.0
382,geometry,0.0,26.0
382,dimension,0.0,0.0
383,distinction,1.0,1.0
383,persistence,1.0,0.0
383,composition,0.0,26.0
383,closure,0.9615384615384616,1.0
383,arithmetic,0.0,0.0
383,geometry,0.0,26.0
383,dimension,0.0,0.0
384,distinction,0.3333333333333333,3.0
384,persistence,1.0,2.0
384,composition,0.08,1.0
384,closure,0.8846153846153846,3.0
384,arithmetic,0.0,0.0
384,geometry,1.0,3.0
384,dimension,0.0,0.0
385,distinction,0.5,2.0
385,persistence,1.0,1.0
385,composition,0.0,26.0
385,closure,0.9230769230769231,2.0
385,arithmetic,0.0,0.0
385,geometry,1.0,2.0
385,dimension,0.0,0.0
386,distinction,1.0,2.0
386,persistence,0.2,26.0
386,composition,1.0,1.0
386,closure,0.9230769230769231,2.0
386,arithmetic,0.0,0.0
386,geometry,1.0,2.0
386,dimension,0.0,0.0
387,distinction,1.0,1.0
387,persistence,1.0,0.0
387,composition,0.0,26.0
387,closure,0.9615384615384616,1.0
387,arithmetic,0.0,0.0
387,geometry,0.0,26.0
387,dimension,0.0,0.0
388,distinction,0.3333333333333333,3.0
388,persistence,1.0,2.0
388,composition,0.0,26.0
388,closure,0.8846153846153846,3.0
388,arithmetic,0.25,1.0
388,geometry,1.0,3.0
388,dimension,0.0,0.0
389,distinction,0.5,2.0
389,persistence,1.0,1.0
389,composition,0.04,1.0
389,closure,0.9230769230769231,2.0
389,arithmetic,0.0,0.0
389,geometry,0.9999999999985575,2.0
389,dimension,0.0,0.0
390,distinction,0.3333333333333333,3.0
390,persistence,1.0,2.0
390,composition,0.08,1.0
390,closure,0.8846153846153846,3.0
390,arithmetic,0.0,0.0
390,geometry,1.0,3.0
390,dimension,0.0,0.0
391,distinction,0.5,2.0
391,persistence,1.0,1.0
391,composition,0.0,26.0
391,closure,0.9230769230769231,2.0
391,arithmetic,0.0,0.0
391,geometry,0.9999999999985575,2.0
391,dimension,0.0,0.0
392,distinction,0.3333333333333333,3.0
392,persistence,1.0,2.0
392,composition,0.0,26.0
392,closure,0.8846153846153846,3.0
392,arithmetic,0.0,0.0
392,geometry,1.0,3.0
392,dimension,0.0,0.0
393,distinction,1.0,1.0
393,persistence,1.0,0.0
393,composition,0.0,26.0
393,closure,0.9615384615384616,1.0
393,arithmetic,0.0,0.0
393,geometry,0.0,26.0
393,dimension,0.0,0.0
394,distinction,0.5,2.0
394,persistence,1.0,1.0
394,composition,0.04,1.0
394,closure,0.9230769230769231,2.0
394,arithmetic,0.0,0.0
394,geometry,0.9999999999985575,2.0
394,dimension,0.0,0.0
395,distinction,0.25,4.0
395,persistence,1.0,3.0
395,composition,0.0,26.0
395,closure,0.8461538461538461,4.0
395,arithmetic,0.0,0.0
395,geometry,1.0,4.0
395,dimension,0.0,0.0
396,distinction,1.0,1.0
396,persistence,1.0,0.0
396,composition,0.0,26.0
396,closure,0.9615384615384616,1.0
396,arithmetic,0.0,0.0
396,geometry,0.0,26.0
396,dimension,0.0,0.0
397,distinction,1.0,1.0
397,persistence,1.0,0.0
397,composition,0.0,26.0
397,closure,0.9615384615384616,1.0
397,arithmetic,0.0,0.0
397,geometry,0.0,26.0
397,dimension,0.0,0.0
398,distinction,0.16666666666666666,6.0
398,persistence,1.0,5.0
398,composition,0.04,2.0
398,closure,0.7692307692307693,6.0
398,arithmetic,0.5,2.0
398,geometry,1.0,6.0
398,dimension,0.0,0.0
399,distinction,0.2,5.0
399,persistence,1.0,4.0
399,composition,0.12,1.0
399,closure,0.8076923076923077,5.0
399,arithmetic,0.25,2.0
399,geometry,1.0,5.0
399,dimension,0.0,0.0
400,distinction,1.0,3.0
400,persistence,0.2,26.0
400,composition,0.0,26.0
400,closure,0.8846153846153846,3.0
400,arithmetic,0.0,0.0
400,geometry,1.0,3.0
400,dimension,0.0,0.0
401,distinction,1.0,1.0
401,persistence,1.0,0.0
401,composition,0.0,26.0
401,closure,0.9615384615384616,1.0
401,arithmetic,0.0,0.0
401,geometry,0.0,26.0
401,dimension,0.0,0.0
402,distinction,0.5,2.0
402,persistence,1.0,1.0
402,composition,0.0,26.0
402,closure,0.9230769230769231,2.0
402,arithmetic,0.0,0.0
402,geometry,1.0,2.0
402,dimension,0.0,0.0
403,distinction,1.0,1.0
403,persistence,1.0,0.0
403,composition,0.0,26.0
403,closure,0.9615384615384616,1.0
403,arithmetic,0.0,0.0
403,geometry,0.0,26.0
403,dimension,0.0,0.0
404,distinction,0.3333333333333333,3.0
404,persistence,1.0,2.0
404,composition,0.0,26.0
404,closure,0.8846153846153846,3.0
404,arithmetic,0.0,0.0
404,geometry,1.0,3.0
404,dimension,0.0,0.0
405,distinction,1.0,1.0
405,persistence,1.0,0.0
405,composition,0.0,26.0
405,closure,0.9615384615384616,1.0
405,arithmetic,0.0,0.0
405,geometry,0.0,26.0
405,dimension,0.0,0.0
406,distinction,0.3333333333333333,3.0
406,persistence,1.0,2.0
406,composition,0.08,1.0
406,closure,0.8846153846153846,3.0
406,arithmetic,0.0,0.0
406,geometry,1.0,3.0
406,dimension,0.0,0.0
407,distinction,0.5,2.0
407,persistence,1.0,1.0
407,composition,0.0,26.0
407,closure,0.9230769230769231,2.0
407,arithmetic,0.0,0.0
407,geometry,1.0,2.0
407,dimension,0.0,0.0
408,distinction,0.3333333333333333,3.0
408,persistence,1.0,2.0
408,composition,0.04,1.0
408,closure,0.8846153846153846,3.0
408,arithmetic,0.0,0.0
408,geometry,1.0,3.0
408,dimension,0.0,0.0
409,distinction,0.25,4.0
409,persistence,1.0,3.0
409,composition,0.0,26.0
409,closure,0.8461538461538461,4.0
409,arithmetic,0.0,0.0
409,geometry,1.0,4.0
409,dimension,0.0,0.0
410,distinction,1.0,1.0
410,persistence,1.0,0.0
410,composition,0.0,26.0
410,closure,0.9615384615384616,1.0
410,arithmetic,0.0,0.0
410,geometry,0.0,26.0
410,dimension,0.0,0.0
411,distinction,1.0,3.0
411,persistence,0.2,26.0
411,composition,0.0,26.0
411,closure,0.8846153846153846,3.0
411,arithmetic,0.0,0.0
411,geometry,1.0,3.0
411,dimension,0.0,0.0
412,distinction,0.3333333333333333,3.0
412,persistence,1.0,2.0
412,composition,0.08,1.0
412,closure,0.8846153846153846,3.0
412,arithmetic,0.0,0.0
412,geometry,1.0,3.0
412,dimension,0.0,0.0
413,distinction,0.3333333333333333,3.0
413,persistence,1.0,2.0
413,composition,0.08,1.0
413,closure,0.8846153846153846,3.0
413,arithmetic,0.0,0.0
413,geometry,1.0,3.0
413,dimension,0.0,0.0
414,distinction,0.5,2.0
414,persistence,1.0,1.0
414,composition,0.0,26.0
414,closure,0.9230769230769231,2.0
414,arithmetic,0.0,0.0
414,geometry,1.0,2.0
414,dimension,0.0,0.0
415,distinction,0.5,2.0
415,persistence,1.0,1.0
415,composition,0.0,26.0
415,closure,0.9230769230769231,2.0
415,arithmetic,0.0,0.0
415,geometry,0.9999999999985575,2.0
415,dimension,0.0,0.0
416,distinction,1.0,1.0
416,persistence,1.0,0.0
416,composition,0.0,26.0
416,closure,0.9615384615384616,1.0
416,arithmetic,0.0,0.0
416,geometry,0.0,26.0
416,dimension,0.0,0.0
417,distinction,0.25,4.0
417,persistence,1.0,3.0
417,composition,0.0,26.0
417,closure,0.8461538461538461,4.0
417,arithmetic,0.25,2.0
417,geometry,1.0,4.0
417,dimension,0.0,0.0
418,distinction,0.5,2.0
418,persistence,1.0,1.0
418,composition,0.04,1.0
418,closure,0.9230769230769231,2.0
418,arithmetic,0.0,0.0
418,geometry,0.9999999999985575,2.0
418,dimension,0.0,0.0
419,distinction,1.0,1.0
419,persistence,1.0,0.0
419,composition,0.0,26.0
419,closure,0.9615384615384616,1.0
419,arithmetic,0.0,0.0
419,geometry,0.0,26.0
419,dimension,0.0,0.0
420,distinction,0.5,2.0
420,persistence,1.0,1.0
420,composition,0.04,1.0
420,closure,0.9230769230769231,2.0
420,arithmetic,0.0,0.0
420,geometry,1.0,2.0
420,dimension,0.0,0.0
421,distinction,0.25,4.0
421,persistence,1.0,3.0
421,composition,0.08,1.0
421,closure,0.8461538461538461,4.0
421,arithmetic,0.0,0.0
421,geometry,1.0,4.0
421,dimension,0.0,0.0
422,distinction,1.0,1.0
422,persistence,1.0,0.0
422,composition,0.0,26.0
422,closure,0.9615384615384616,1.0
422,arithmetic,0.0,0.0
422,geometry,0.0,26.0
422,dimension,0.0,0.0
423,distinction,1.0,3.0
423,persistence,0.2,26.0
423,composition,1.0,1.0
423,closure,0.8846153846153846,3.0
423,arithmetic,0.0,0.0
423,geometry,1.0,3.0
423,dimension,0.0,0.0
424,distinction,1.0,1.0
424,persistence,1.0,0.0
424,composition,0.0,26.0
424,closure,0.9615384615384616,1.0
424,arithmetic,0.0,0.0
424,geometry,0.0,26.0
424,dimension,0.0,0.0
425,distinction,0.5,2.0
425,persistence,1.0,1.0
425,composition,0.04,1.0
425,closure,0.9230769230769231,2.0
425,arithmetic,0.0,0.0
425,geometry,1.0,2.0
425,dimension,0.0,0.0
426,distinction,0.5,2.0
426,persistence,1.0,1.0
426,composition,0.04,1.0
426,closure,0.9230769230769231,2.0
426,arithmetic,0.0,0.0
426,geometry,0.9999999999985575,2.0
426,dimension,0.0,0.0
427,distinction,1.0,1.0
427,persistence,1.0,0.0
427,composition,0.0,26.0
427,closure,0.9615384615384616,1.0
427,arithmetic,0.0,0.0
427,geometry,0.0,26.0
427,dimension,0.0,0.0
428,distinction,1.0,1.0
428,persistence,1.0,0.0
428,composition,0.0,26.0
428,closure,0.9615384615384616,1.0
428,arithmetic,0.0,0.0
428,geometry,0.0,26.0
428,dimension,0.0,0.0
429,distinction,0.5,2.0
429,persistence,1.0,1.0
429,composition,0.0,26.0
429,closure,0.9230769230769231,2.0
429,arithmetic,0.0,0.0
429,geometry,1.0,2.0
429,dimension,0.0,0.0
430,distinction,0.3333333333333333,3.0
430,persistence,1.0,2.0
430,composition,0.0,26.0
430,closure,0.8846153846153846,3.0
430,arithmetic,0.0,0.0
430,geometry,1.0,3.0
430,dimension,0.0,0.0
431,distinction,0.25,4.0
431,persistence,1.0,3.0
431,composition,0.04,1.0
431,closure,0.8461538461538461,4.0
431,arithmetic,0.25,2.0
431,geometry,1.0,4.0
431,dimension,0.0,0.0
432,distinction,0.25,4.0
432,persistence,1.0,3.0
432,composition,0.12,1.0
432,closure,0.8461538461538461,4.0
432,arithmetic,0.0,0.0
432,geometry,1.0,4.0
432,dimension,0.0,0.0
433,distinction,0.3333333333333333,3.0
433,persistence,1.0,2.0
433,composition,0.08,1.0
433,closure,0.8846153846153846,3.0
433,arithmetic,0.0,0.0
433,geometry,1.0,3.0
433,dimension,0.0,0.0
434,distinction,0.3333333333333333,3.0
434,persistence,1.0,2.0
434,composition,0.08,1.0
434,closure,0.8846153846153846,3.0
434,arithmetic,0.0,0.0
434,geometry,1.0,3.0
434,dimension,0.0,0.0
435,distinction,0.3333333333333333,3.0
435,persistence,1.0,2.0
435,composition,0.04,1.0
435,closure,0.8846153846153846,3.0
435,arithmetic,0.25,1.0
435,geometry,1.0,3.0
435,dimension,0.0,0.0
436,distinction,1.0,1.0
436,persistence,1.0,0.0
436,composition,0.0,26.0
436,closure,0.9615384615384616,1.0
436,arithmetic,0.0,0.0
436,geometry,0.0,26.0
436,dimension,0.0,0.0
437,distinction,0.3333333333333333,3.0
437,persistence,1.0,2.0
437,composition,0.0,26.0
437,closure,0.8846153846153846,3.0
437,arithmetic,0.5,1.0
437,geometry,0.9999999999981798,3.0
437,dimension,0.0,0.0
438,distinction,1.0,1.0
438,persistence,1.0,0.0
438,composition,0.0,26.0
438,closure,0.9615384615384616,1.0
438,arithmetic,0.0,0.0
438,geometry,0.0,26.0
438,dimension,0.0,0.0
439,distinction,1.0,1.0
439,persistence,1.0,0.0
439,composition,0.0,26.0
439,closure,0.9615384615384616,1.0
439,arithmetic,0.0,0.0
439,geometry,0.0,26.0
439,dimension,0.0,0.0
440,distinction,0.3333333333333333,3.0
440,persistence,1.0,2.0
440,composition,0.08,1.0
440,closure,0.8846153846153846,3.0
440,arithmetic,0.0,0.0
440,geometry,1.0,3.0
440,dimension,0.0,0.0
441,distinction,0.3333333333333333,3.0
441,persistence,1.0,2.0
441,composition,0.0,26.0
441,closure,0.8846153846153846,3.0
441,arithmetic,0.0,0.0
441,geometry,0.9999999999981798,3.0
441,dimension,0.0,0.0
442,distinction,0.5,2.0
442,persistence,1.0,1.0
442,composition,0.0,26.0
442,closure,0.9230769230769231,2.0
442,arithmetic,0.0,0.0
442,geometry,0.9999999999985575,2.0
442,dimension,0.0,0.0
443,distinction,1.0,1.0
443,persistence,1.0,0.0
443,composition,0.0,26.0
443,closure,0.9615384615384616,1.0
443,arithmetic,0.0,0.0
443,geometry,0.0,26.0
443,dimension,0.0,0.0
444,distinction,0.5,2.0
444,persistence,1.0,1.0
444,composition,0.0,26.0
444,closure,0.9230769230769231,2.0
444,arithmetic,0.0,0.0
444,geometry,0.9999999999985575,2.0
444,dimension,0.0,0.0
445,distinction,0.5,2.0
445,persistence,1.0,1.0
445,composition,0.0,26.0
445,closure,0.9230769230769231,2.0
445,arithmetic,0.0,0.0
445,geometry,1.0,2.0
445,dimension,0.0,0.0
446,distinction,0.3333333333333333,3.0
446,persistence,1.0,2.0
446,composition,0.04,1.0
446,closure,0.8846153846153846,3.0
446,arithmetic,0.0,0.0
446,geometry,1.0,3.0
446,dimension,0.0,0.0
447,distinction,1.0,1.0
447,persistence,1.0,0.0
447,composition,0.0,26.0
447,closure,0.9615384615384616,1.0
447,arithmetic,0.0,0.0
447,geometry,0.0,26.0
447,dimension,0.0,0.0
448,distinction,1.0,1.0
448,persistence,1.0,0.0
448,composition,0.0,26.0
448,closure,0.9615384615384616,1.0
448,arithmetic,0.0,0.0
448,geometry,0.0,26.0
448,dimension,0.0,0.0
449,distinction,0.5,2.0
449,persistence,1.0,1.0
