K,dwell_time,c_var_during,c_var_pre,c_var_post,trans_stabilization,trans_locking,r_pre,r_during,r_post,in_transition,mean_c
0.07958644552703797,0.51,0.07368246613669696,0.028904850772723673,0.044470787502683885,0,0,0.46433149780327854,0.6747665410030885,0.6516110815971307,1,0.44937429786236815
0.10544269289413488,0.68,0.07711851437793002,0.027968074587321267,0.030447482577122518,0,0,0.45100454736680057,0.5928548805014854,0.5295164332858663,1,0.30762300760171174
0.4508293123749837,0.77,0.008684159339871392,0.03455732193141975,0.025098798039762275,1,1,0.36289899060082365,0.5526257657568272,0.5001556018967855,1,0.3359117139797432
0.052511169901113375,0.19,0.12223368219638633,0.03882861298771907,0.07707900545087758,0,0,0.28700477402369456,0.38150686680121493,0.35703693079866844,1,0.2689267893441077
0.2970585540541588,0.53,0.014534401883726584,0.01589049314017982,0.02147748560985932,1,0,0.680173345603545,0.6758976114903406,0.5475148812090591,1,0.3977111301653953
0.9832589136512145,0.0,0.02513581684952423,0.07797403159320561,0.00858275356226666,1,0,0.9083518272338212,0.917922342926428,0.912252625711537,0,0.830471428109755
0.3242043558719653,0.8,0.03763107029796747,0.055938918632353264,0.07343046330531343,1,0,0.5940854519764004,0.5820343134930765,0.39620150885511196,1,0.21732486842989623
0.19124718035459287,0.485,0.04125288791172526,0.030387131145873703,0.015076996994412839,0,0,0.5197736317023469,0.5067300673929303,0.5751457965031714,1,0.41230430481628416
0.5568845088906382,0.805,0.04508161116924114,0.12068778960439319,0.04016871460027307,1,0,0.39668200483635646,0.5379214769359609,0.4578362746511637,1,0.20233985296258908
0.6027643582423793,0.42,0.09381817664446014,0.03288253828279066,0.0948870085845207,1,0,0.3653273380017218,0.7287065405653462,0.4111898363195689,0,0.22175290531970782
0.5694853519774788,0.6,0.024617341833487353,0.011617568167807818,0.017885548595267472,0,0,0.5634950635998479,0.4566127079582145,0.5304798408887147,1,0.31237144233773056
0.8037072678289726,0.57,0.09459416616210607,0.07560762452761538,0.0697344777790238,0,0,0.579799249702217,0.7163524932681214,0.823142440452167,0,0.5969256321586122
0.46427406779687186,0.82,0.11036390817114326,0.0681734961747171,0.1251443897252288,1,0,0.8321084412476267,0.5492988513983701,0.7903558956577696,1,0.6283594657176798
0.40917709160713567,0.71,0.028301369471896466,0.015514962799924831,0.010583002083629377,0,0,0.5299170152705147,0.4557615323634241,0.5108519254767963,1,0.29296039944360985
0.6807621104595586,0.645,0.07098444363313959,0.03837185207127205,0.040530331192723354,0,0,0.7697060813381437,0.49901147491960757,0.3988144794568004,1,0.21691172747531404
0.2580656449397506,0.735,0.02493976410109013,0.029619217880592408,0.010340099635051541,1,0,0.4253080314487114,0.4630820153490224,0.43026083367774304,1,0.21655176977845764
0.471302310101247,0.415,0.09434455411948063,0.02562100962133473,0.0933808881985323,0,0,0.3603893738194347,0.5569270520457296,0.34664968276249,1,0.3073464134337794
0.6516358496855913,0.435,0.024995695070245832,0.026466368143825292,0.016198537812408244,1,0,0.7902588910157065,0.7535163913878216,0.7694975895539985,0,0.5867254311342529
0.528127907535027,0.66,0.031032214751971352,0.018782584838486726,0.028562632539366032,0,0,0.5497370992213942,0.3919573715598091,0.4233835550092006,1,0.22293586043750774
0.8169767430347168,0.0,0.025655231963303653,0.14386267147186943,0.006453294876971984,1,0,0.899643458175751,0.9649237031509122,0.9625534029892826,0,0.9295315574805512
0.7339998905357461,0.0,0.05888820640071208,0.0256735989494026,0.019873101661095894,0,0,0.5700216963953102,0.9079548540683224,0.8914975211871611,0,0.7246917288758763
0.20684616638290676,0.45,0.053844873757780284,0.05861463506395772,0.0361297542766515,1,0,0.4987386913451022,0.606620887511541,0.5473167052948633,1,0.31927706187314164
0.6490369098510337,0.395,0.05110072641264347,0.05009469472120832,0.0437832287604456,0,0,0.7538984799199426,0.7577911044388956,0.7685269010740847,0,0.5743762426679297
0.7913853264874914,0.0,0.009450249814410743,0.03919704461957298,0.005739250428792727,1,1,0.9502407860959597,0.9426021540910164,0.9354671277418927,0,0.8812947099995215
0.7436205559719469,0.0,0.04850244027630743,0.11174880751467502,0.01075710181614341,1,0,0.8975870055769235,0.9700748803869377,0.967280609707308,0,0.9223033320974208
0.48164695213857633,0.54,0.06295998250607769,0.0711582570578888,0.05028738595043813,1,0,0.7735996685183376,0.724470451997545,0.7285104934240078,0,0.5453202891843398
0.8788859115654462,0.0,0.021478153888470946,0.11853787444779655,0.011866884505862095,1,0,0.8768363042988832,0.8925613157655952,0.8720863256142498,0,0.778194154564934
